Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,1.9892679909796688e-07,0.0040397518821524495,0.01,0.1,0 deg
0.1 - 1,6.189926679959121e-07,0.0018298190062282305,0.1,1.0,0 deg
1 - 3.5,3.193205866233897e-08,0.011297615736651794,1.0,3.5,0 deg
3.5 - 10,1.1675036860032794e-09,0.15753672269965763,3.5,10.0,0 deg
10 - 20,1.615544514379159e-08,0.056568408978010604,10.0,20.0,0 deg
