Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,3.2279749107275315e-07,0.003389762837718932,0.01,0.1,0 deg
0.1 - 1,3.5500528622683727e-06,0.0009254389045915367,0.1,1.0,0 deg
1 - 3.5,2.43812107861751e-06,0.001623494126859124,1.0,3.5,0 deg
3.5 - 10,5.4078475462794e-07,0.006886628756753674,3.5,10.0,0 deg
10 - 20,2.8577390047230985e-05,0.001283645690221729,10.0,20.0,0 deg
