Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,6.276710486823851e-08,0.008851950988179234,0.01,0.1,0 deg
0.1 - 1,1.77866415554467e-06,0.0010230674735230288,0.1,1.0,0 deg
1 - 3.5,8.49223617519417e-06,0.0006761812693255339,1.0,3.5,0 deg
3.5 - 10,5.540528118301556e-06,0.0011643510122163537,3.5,10.0,0 deg
10 - 20,0.00031720590464262154,0.00025792431352247,10.0,20.0,0 deg
