Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,8.547573229707735e-08,0.007338537990978628,0.01,0.1,0 deg
0.1 - 1,7.140969925510813e-07,0.0021307740006920994,0.1,1.0,0 deg
1 - 3.5,5.915662648378643e-06,0.0011646256368288436,1.0,3.5,0 deg
3.5 - 10,5.6629050400694695e-06,0.0016082883575311883,3.5,10.0,0 deg
10 - 20,0.00024577066425255007,0.00037032993293270887,10.0,20.0,0 deg
