Energy,Value,Error,Angle
0.488405,8.21282996733894e-08,0.0034,0 deg
0.50077,7.845833001222054e-07,0.0146,0 deg
0.513445,7.992158197966343e-07,0.0145,0 deg
0.52644,8.118202430651659e-07,0.0142,0 deg
0.53977,8.354275865218081e-07,0.0142,0 deg
0.553435,8.427799563264664e-07,0.0143,0 deg
0.567445,8.714368147474055e-07,0.0139,0 deg
0.58181,8.809882790154527e-07,0.0139,0 deg
0.596535,8.89146053952086e-07,0.0137,0 deg
0.61164,9.122185739575886e-07,0.0132,0 deg
0.627125,9.456040239519044e-07,0.0129,0 deg
0.643,9.577843862875692e-07,0.013,0 deg
0.65928,9.95372418822226e-07,0.0129,0 deg
0.67597,1.0175931063099838e-06,0.0126,0 deg
0.69308,1.0220214235612542e-06,0.0125,0 deg
0.710625,1.0684922820361236e-06,0.0122,0 deg
0.728615,1.1045811681465778e-06,0.0122,0 deg
0.74706,1.1215745912176644e-06,0.012,0 deg
0.76597,1.1691128509399383e-06,0.0117,0 deg
0.78536,1.1858376194422026e-06,0.0116,0 deg
0.805245,1.2081689301825802e-06,0.0113,0 deg
0.82563,1.2347404761743705e-06,0.0113,0 deg
0.84653,1.2624950591245235e-06,0.0111,0 deg
0.86796,1.3302405503614945e-06,0.0108,0 deg
0.88993,1.35138458221708e-06,0.0106,0 deg
0.912455,1.3916408209919188e-06,0.0105,0 deg
0.935555,1.3901431134785627e-06,0.0103,0 deg
0.95924,1.4449289227434732e-06,0.0099,0 deg
0.983525,1.478760329152335e-06,0.0099,0 deg
1.00841,1.5365716344669428e-06,0.0098,0 deg
1.03395,1.596300208367663e-06,0.0095,0 deg
1.06015,1.630039909628022e-06,0.0093,0 deg
1.087,1.6921778642020826e-06,0.0091,0 deg
1.1145,1.7380338695248007e-06,0.0088,0 deg
1.1427,1.8276726009990718e-06,0.0088,0 deg
1.17165,1.870552759892963e-06,0.0086,0 deg
1.2013,1.927183276254193e-06,0.0083,0 deg
1.2317,1.9891380830587205e-06,0.0082,0 deg
1.2629,2.0332128512545076e-06,0.008,0 deg
1.29485,2.1286457590660007e-06,0.0079,0 deg
1.3276,2.176115983926121e-06,0.0077,0 deg
1.3612,2.2550895991555846e-06,0.0075,0 deg
1.39565,2.32158698294289e-06,0.0073,0 deg
1.431,2.4479991478632076e-06,0.0071,0 deg
1.46725,2.521489914518233e-06,0.007,0 deg
1.5044,2.6386317325928264e-06,0.0069,0 deg
1.5425,2.6956822321575704e-06,0.0068,0 deg
1.58155,2.7425090479421445e-06,0.0065,0 deg
1.62155,2.8134647829386533e-06,0.0064,0 deg
1.6626,2.905373384805883e-06,0.0063,0 deg
1.7047,2.997500642651923e-06,0.0061,0 deg
1.74785,3.0515152421105886e-06,0.006,0 deg
1.7921,3.2873583278401675e-06,0.0057,0 deg
1.83745,3.275216300036255e-06,0.0057,0 deg
1.88395,3.2856731266999803e-06,0.0058,0 deg
1.93165,3.4556136849977697e-06,0.0056,0 deg
1.98055,3.573152576572356e-06,0.0054,0 deg
2.0307,3.763992061203496e-06,0.0054,0 deg
2.0821,2.901325313696691e-06,0.0073,0 deg
2.1348,2.914150262414537e-06,0.0065,0 deg
2.18885,3.5564068165475663e-06,0.0055,0 deg
2.24425,3.603366562208229e-06,0.0053,0 deg
2.3011,3.6387926651376524e-06,0.0053,0 deg
2.35935,3.76063128818804e-06,0.0052,0 deg
2.41905,3.6627491542903924e-06,0.0054,0 deg
2.4803,3.524612723425451e-06,0.0055,0 deg
2.5431,3.5437400788294155e-06,0.0056,0 deg
2.6075,3.519863762315264e-06,0.0055,0 deg
2.6735,3.2417970969443063e-06,0.0058,0 deg
2.74115,2.9532237436390192e-06,0.0062,0 deg
2.81055,2.4803727477123843e-06,0.0068,0 deg
2.8817,1.7413857868275451e-06,0.0093,0 deg
2.95465,9.795837290545575e-07,0.0137,0 deg
3.02945,4.107174710113441e-06,0.0051,0 deg
3.10615,4.521109711340113e-06,0.0047,0 deg
3.1848,3.0168472479034284e-06,0.006,0 deg
3.2654,2.148448987183364e-06,0.0078,0 deg
3.34805,1.621515111170382e-06,0.0102,0 deg
3.43285,1.3407411254902844e-06,0.0123,0 deg
3.51975,1.2370823378060787e-06,0.0129,0 deg
3.60885,1.3215064110191394e-06,0.0129,0 deg
