Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,1.1792778943379625e-07,0.006058184933921524,0.01,0.1,24.9 deg
0.1 - 1,1.5248275995023471e-06,0.0016688536915332873,0.1,1.0,24.9 deg
1 - 3.5,1.3587420308603206e-06,0.003025980394066062,1.0,3.5,24.9 deg
3.5 - 10,8.788404992327461e-08,0.02484044840072118,3.5,10.0,24.9 deg
10 - 20,3.2451330129957437e-07,0.023434302279961596,10.0,20.0,24.9 deg
