Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,1.622593415273909e-07,0.005238843486770221,0.01,0.1,0 deg
0.1 - 1,3.641024353674854e-06,0.001089654627074744,0.1,1.0,0 deg
1 - 3.5,6.4234840926571916e-06,0.0014091131254312058,1.0,3.5,0 deg
3.5 - 10,1.1999740437948702e-06,0.006100429931678273,3.5,10.0,0 deg
10 - 20,6.851299548190685e-05,0.001378778919476054,10.0,20.0,0 deg
