Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,6.765890931632243e-08,0.007350940431177904,0.01,0.1,66.8 deg
0.1 - 1,7.931114926247471e-07,0.0022323597868741754,0.1,1.0,66.8 deg
1 - 3.5,5.901914157695936e-07,0.00436383794749608,1.0,3.5,66.8 deg
3.5 - 10,2.6473462838546805e-08,0.040399625204463156,3.5,10.0,66.8 deg
10 - 20,2.441096584995296e-08,0.056886000744150664,10.0,20.0,66.8 deg
