Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,4.124287275590625e-08,0.011800329313394498,0.01,0.1,66.8 deg
0.1 - 1,2.3632262349637608e-07,0.005035683106769359,0.1,1.0,66.8 deg
1 - 3.5,6.784883664152966e-07,0.0043225977932672315,1.0,3.5,66.8 deg
3.5 - 10,5.400720719910053e-07,0.006020781963798546,3.5,10.0,66.8 deg
10 - 20,7.368675831118501e-07,0.007411756333242448,10.0,20.0,66.8 deg
