Cells,Value,Error
9.501,136.736,0.0125
15.801,147.85,0.0142
22.101,119.78,0.0162
28.401,75.2961,0.0203
9.502,124.61,0.0111
15.802,132.049,0.0133
22.102,108.715,0.0157
28.402,67.3824,0.0197
9.503,120.154,0.0108
15.803,126.097,0.0129
22.103,102.827,0.0154
28.403,63.3289,0.0192
9.504,117.487,0.0104
15.804,123.23,0.0127
22.104,99.3008,0.0171
28.404,61.3399,0.0192
9.505,117.569,0.0108
15.805,121.041,0.0129
22.105,98.2395,0.0151
28.405,59.099,0.0189
9.506,119.114,0.0111
15.806,121.035,0.0129
22.106,97.3081,0.0156
28.406,59.2267,0.0195
9.507,118.64,0.0111
15.807,120.51,0.0127
22.107,95.9545,0.0148
28.407,61.5309,0.0198
9.508,119.081,0.0113
15.808,124.289,0.0135
22.108,100.783,0.0161
28.408,65.5897,0.0204
9.509,120.904,0.0117
15.809,131.913,0.0138
22.109,107.337,0.0165
28.409,68.8577,0.0201
9.51,127.278,0.0122
15.81,140.66,0.0137
22.11,116.396,0.0158
28.41,74.4081,0.02
9.511,139.503,0.0133
15.811,159.402,0.0141
22.111,132.098,0.0175
28.411,83.0225,0.0213
9.512,156.066,0.0142
15.812,191.454,0.0157
22.112,158.733,0.0174
28.412,100.724,0.0221
