Cor A,Value,Error
830.0,4.70531e-10,0.000476522
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,2.32304e-08,0.000292253
856.07,3.93715e-08,0.00038084
859.33,3.76094e-08,0.000451559
862.59,2.59196e-08,0.000444662
865.85,2.094e-08,0.000448034
869.11,1.72623e-08,0.000479539
872.37,1.41681e-08,0.000521178
875.63,1.1574e-08,0.000570567
878.88,9.42893e-09,0.000627947
882.14,7.67162e-09,0.000692746
885.4,6.25933e-09,0.000767095
888.66,5.17571e-09,0.000857775
891.92,4.41789e-09,0.00099423
895.18,1.80471e-09,0.00122928
898.44,7.90526e-11,0.00135496
901.7,7.0757e-11,0.00135012
904.96,6.36466e-11,0.00135421
908.22,5.74825e-11,0.001362
911.47,5.20443e-11,0.00137121
914.73,4.72143e-11,0.00138159
917.99,4.29416e-11,0.00139386
921.25,3.52535e-11,0.00141336
924.51,3.14925e-11,0.00142693
927.77,2.93288e-11,0.00143218
931.03,2.73275e-11,0.00143925
934.29,2.54607e-11,0.00144517
937.55,2.37544e-11,0.00145436
940.81,2.21693e-11,0.00146178
944.06,2.07072e-11,0.00147294
947.32,5.15874e-11,0.00146691
950.58,9.16016e-11,0.00147584
953.84,5.87404e-11,0.00152268
957.1,1.84414e-10,0.00124038
960.36,1.10751e-10,0.00139507
963.62,5.64292e-11,0.00171044
966.88,3.14111e-11,0.00207021
970.14,1.88467e-11,0.0024249
973.39,1.23396e-11,0.00274169
976.65,8.139e-12,0.00301435
979.91,5.34743e-12,0.00324982
983.17,3.57726e-12,0.00344718
986.43,2.42388e-12,0.00361444
989.69,1.62966e-12,0.00375966
992.95,8.33411e-13,0.00391923
996.21,6.04521e-13,0.00399098
999.47,4.31787e-13,0.00406745
1002.73,3.3694e-13,0.00413577
1005.98,2.3762e-13,0.00422758
1009.24,1.53713e-13,0.00433016
1012.5,9.86124e-14,0.00443037
1015.76,5.35704e-14,0.00454471
1019.02,3.84017e-14,0.00459809
1022.28,2.69066e-14,0.00466153
1025.54,2.96008e-14,0.00470488
1028.8,1.59168e-14,0.00483893
1032.06,1.00123e-14,0.00492593
1035.32,7.73265e-15,0.00498661
1038.57,6.77208e-15,0.00504142
1041.83,3.27778e-15,0.0051605
1045.09,2.76158e-15,0.0051993
1048.35,2.14377e-15,0.00526271
1051.61,1.74168e-15,0.00532328
1054.87,7.65888e-16,0.00543371
1058.13,4.88158e-16,0.00549007
1061.39,3.08499e-16,0.00554622
1064.65,2.10193e-16,0.00558556
1067.91,1.42641e-16,0.0056265
1071.16,9.65148e-17,0.00567055
1074.42,6.54952e-17,0.00571753
1077.68,4.97826e-17,0.00575071
1080.94,1.07703e-17,0.0060527
1084.2,6.18726e-18,0.00611237
