Cor A,Value,Error
830.0,2.93873e-13,0.000702774
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,4.38905e-13,0.000324261
856.07,2.19792e-09,0.000831801
859.33,4.6356e-09,0.000645709
862.59,2.88082e-09,0.000624305
865.85,2.38077e-09,0.000582618
869.11,2.0472e-09,0.000596026
872.37,1.73878e-09,0.000631034
875.63,1.46007e-09,0.00067987
878.88,1.21767e-09,0.000741404
882.14,1.0116e-09,0.000812475
885.4,8.42964e-10,0.000896341
888.66,7.13903e-10,0.0010055
891.92,6.29734e-10,0.00118672
895.18,2.59439e-10,0.00154053
898.44,2.59315e-15,0.00153484
901.7,2.28828e-15,0.00152916
904.96,2.02948e-15,0.0015396
908.22,1.80665e-15,0.00155668
911.47,1.61242e-15,0.00157826
914.73,1.44026e-15,0.001602
917.99,1.28901e-15,0.00162938
921.25,1.05939e-15,0.00174624
924.51,9.38937e-16,0.00180967
927.77,8.61687e-16,0.00183027
931.03,7.90926e-16,0.00185465
934.29,7.2563e-16,0.0018777
937.55,6.67437e-16,0.00190717
940.81,6.1379e-16,0.00193342
944.06,5.64872e-16,0.00196803
947.32,1.37303e-15,0.00201878
950.58,2.30156e-15,0.00210956
953.84,1.35768e-15,0.00232672
957.1,4.18746e-16,0.00259128
960.36,2.13234e-16,0.00287215
963.62,1.40506e-16,0.00315122
966.88,9.27698e-17,0.00339099
970.14,6.17778e-17,0.00358751
973.39,3.69987e-17,0.00374654
976.65,2.44516e-17,0.00385689
979.91,1.80459e-17,0.00395294
983.17,1.33103e-17,0.00404519
986.43,9.78408e-18,0.00413366
989.69,7.74222e-18,0.00422203
992.95,8.99331e-18,0.00432249
996.21,5.66904e-18,0.00441723
999.47,3.57452e-18,0.00451196
1002.73,1.91025e-18,0.00460326
1005.98,1.17281e-18,0.00466937
1009.24,8.5469e-19,0.00472792
1012.5,6.24482e-19,0.00479378
1015.76,5.61179e-19,0.00487624
1019.02,3.5353e-19,0.00496277
1022.28,2.22307e-19,0.00504588
1025.54,8.67337e-21,0.0051035
1028.8,6.13621e-20,0.00516204
1032.06,6.14109e-20,0.00525659
1035.32,3.40162e-20,0.00533936
1038.57,5.3813e-21,0.00535466
1041.83,2.25089e-20,0.00542762
1045.09,1.06572e-20,0.00551172
1048.35,5.43873e-21,0.00559408
1051.61,1.42507e-21,0.00559541
1054.87,7.76191e-21,0.00568277
1058.13,5.49597e-21,0.0057264
1061.39,3.78234e-21,0.00577976
1064.65,2.41673e-21,0.00583496
1067.91,1.54214e-21,0.0058925
1071.16,9.82778e-22,0.00595857
1074.42,6.26494e-22,0.00603078
1077.68,3.64611e-22,0.00609493
1080.94,3.88318e-22,0.00613921
1084.2,2.24095e-22,0.00620035
