Cor A,Value,Error
830.0,1.00738e-09,0.000407451
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,6.43443e-08,0.000477682
856.07,1.97269e-08,0.00055107
859.33,1.22398e-08,0.000608539
862.59,6.97476e-09,0.000634655
865.85,5.25444e-09,0.000634322
869.11,4.37613e-09,0.00065987
872.37,3.65454e-09,0.000694193
875.63,3.06128e-09,0.000734869
878.88,2.5729e-09,0.000776868
882.14,2.16802e-09,0.000824652
885.4,1.83669e-09,0.000875894
888.66,1.56821e-09,0.000931811
891.92,1.35167e-09,0.000991001
895.18,1.31654e-09,0.000983382
898.44,1.23158e-09,0.000958231
901.7,1.07895e-09,0.000964199
904.96,9.50293e-10,0.000976615
908.22,8.40168e-10,0.000995136
911.47,7.45772e-10,0.00101637
914.73,6.64376e-10,0.00103993
917.99,5.95415e-10,0.00106778
921.25,4.41279e-10,0.00109497
924.51,3.76742e-10,0.0011134
927.77,3.49809e-10,0.00113048
931.03,3.25188e-10,0.00115051
934.29,3.02895e-10,0.00117376
937.55,2.82852e-10,0.00119552
940.81,2.65077e-10,0.00121854
944.06,2.49489e-10,0.00124222
947.32,6.16465e-10,0.0011817
950.58,1.25421e-09,0.00115348
953.84,1.40207e-09,0.00120116
957.1,1.02636e-09,0.00125152
960.36,9.67937e-10,0.0011787
963.62,7.39968e-10,0.00116498
966.88,4.94511e-10,0.00116489
970.14,3.16292e-10,0.00117425
973.39,1.86143e-10,0.00119067
976.65,1.18651e-10,0.00121049
979.91,8.23388e-11,0.00123365
983.17,5.77052e-11,0.00126016
986.43,4.08031e-11,0.00128901
989.69,3.08211e-11,0.00131942
992.95,3.08099e-11,0.00135765
996.21,1.80691e-11,0.00141135
999.47,1.08024e-11,0.00147402
1002.73,5.78389e-12,0.00153981
1005.98,3.4783e-12,0.00160133
1009.24,2.38901e-12,0.00166244
1012.5,1.65683e-12,0.00172599
1015.76,1.39553e-12,0.00179924
1019.02,8.66796e-13,0.0018855
1022.28,5.43638e-13,0.00198195
1025.54,8.99421e-14,0.00203078
1028.8,1.8968e-13,0.00208242
1032.06,1.88619e-13,0.00210934
1035.32,1.16665e-13,0.00212969
1038.57,3.52195e-14,0.0021322
1041.83,7.5152e-14,0.00216124
1045.09,4.30278e-14,0.00218116
1048.35,2.71444e-14,0.00218873
1051.61,1.16578e-14,0.00218066
1054.87,3.12823e-14,0.00218868
1058.13,1.98391e-14,0.00219749
1061.39,1.2434e-14,0.00223624
1064.65,7.37743e-15,0.00230021
1067.91,4.41788e-15,0.00238303
1071.16,2.66285e-15,0.00247985
1074.42,1.60824e-15,0.00257962
1077.68,8.97286e-16,0.00263966
1080.94,7.375e-16,0.00263243
1084.2,3.31515e-16,0.00261588
