Cor A,Value,Error
830.0,2.38167e-07,0.000460999
833.26,3.80068e-07,0.000651969
836.52,3.81208e-07,0.000653231
839.78,3.82365e-07,0.000656764
843.04,3.83569e-07,0.000676607
846.29,3.84873e-07,0.000666043
849.55,3.86637e-07,0.000670972
852.81,3.5577e-07,0.000408829
856.07,2.41327e-07,0.000460707
859.33,1.85425e-07,0.000482756
862.59,1.49316e-07,0.00050823
865.85,1.25341e-07,0.00051119
869.11,1.04575e-07,0.000534371
872.37,8.72134e-08,0.000565667
875.63,7.28482e-08,0.000602136
878.88,6.10479e-08,0.000643537
882.14,5.12836e-08,0.000689448
885.4,4.33156e-08,0.000739277
888.66,3.68316e-08,0.0007937
891.92,3.14942e-08,0.000853148
895.18,2.64583e-08,0.000833862
898.44,2.25705e-08,0.000794952
901.7,1.99575e-08,0.000815669
904.96,1.77525e-08,0.000841165
908.22,1.58224e-08,0.000868792
911.47,1.41417e-08,0.00089718
914.73,1.26659e-08,0.000926379
917.99,1.13966e-08,0.000956847
921.25,1.03924e-08,0.000986668
924.51,9.63487e-09,0.00100133
927.77,8.94061e-09,0.00101912
931.03,8.30862e-09,0.00103812
934.29,7.7322e-09,0.00105854
937.55,7.21418e-09,0.00107791
940.81,6.74179e-09,0.00109768
944.06,6.32413e-09,0.00111845
947.32,5.87292e-09,0.00110643
950.58,4.67728e-09,0.00107385
953.84,4.65104e-09,0.00111212
957.1,6.25509e-09,0.00115424
960.36,6.27846e-09,0.00113146
963.62,5.11492e-09,0.00112883
966.88,3.68905e-09,0.00113245
970.14,2.52005e-09,0.00114191
973.39,1.68897e-09,0.00115682
976.65,1.12847e-09,0.0011766
979.91,7.58176e-10,0.00120089
983.17,5.14188e-10,0.00122888
986.43,3.51897e-10,0.00125914
989.69,2.42409e-10,0.00129063
992.95,1.55203e-10,0.00132881
996.21,9.8924e-11,0.00137532
999.47,6.35007e-11,0.00142937
1002.73,4.09075e-11,0.00149027
1005.98,2.61864e-11,0.00155788
1009.24,1.68346e-11,0.00162823
1012.5,1.08836e-11,0.0016998
1015.76,7.12421e-12,0.00177058
1019.02,4.73865e-12,0.00184229
1022.28,3.16121e-12,0.00191976
1025.54,2.37651e-12,0.00198301
1028.8,1.77395e-12,0.00202605
1032.06,1.33806e-12,0.0020505
1035.32,1.00414e-12,0.00207276
1038.57,7.23396e-13,0.0020951
1041.83,5.10949e-13,0.00211764
1045.09,4.03803e-13,0.00213044
1048.35,3.2114e-13,0.00214029
1051.61,2.42307e-13,0.00214655
1054.87,1.66272e-13,0.00215328
1058.13,9.81917e-14,0.00217296
1061.39,5.89312e-14,0.00221342
1064.65,3.56813e-14,0.00227332
1067.91,2.17659e-14,0.00234884
1071.16,1.33505e-14,0.00243555
1074.42,8.20699e-15,0.00252557
1077.68,5.10746e-15,0.00259253
1080.94,2.6155e-15,0.00262044
1084.2,1.1694e-15,0.002628
