Cor A,Value,Error
830.0,4.24849e-07,0.000390043
833.26,6.44373e-07,0.000476021
836.52,6.41701e-07,0.000474328
839.78,6.39493e-07,0.00047538
843.04,6.37912e-07,0.000474986
846.29,6.36931e-07,0.000477214
849.55,6.36645e-07,0.00048057
852.81,5.8061e-07,0.000354959
856.07,4.53384e-07,0.000362204
859.33,3.44207e-07,0.000403803
862.59,2.87998e-07,0.000411237
865.85,2.41913e-07,0.000415996
869.11,2.00792e-07,0.000444156
872.37,1.65165e-07,0.000482308
875.63,1.35118e-07,0.0005284
878.88,1.10223e-07,0.000581148
882.14,8.98559e-08,0.000640959
885.4,7.3586e-08,0.00071042
888.66,6.10782e-08,0.000795284
891.92,5.19411e-08,0.000913796
895.18,4.71946e-08,0.00102856
898.44,4.52097e-08,0.0010099
901.7,4.33716e-08,0.00100888
904.96,4.16746e-08,0.00101253
908.22,4.00865e-08,0.00101772
911.47,3.85672e-08,0.00102464
914.73,3.7127e-08,0.00103289
917.99,3.57442e-08,0.00104291
921.25,3.44241e-08,0.00104868
924.51,3.32116e-08,0.00104946
927.77,3.2058e-08,0.00105262
931.03,3.09462e-08,0.00105659
934.29,2.98585e-08,0.00106132
937.55,2.87934e-08,0.00106672
940.81,2.77639e-08,0.00107315
944.06,2.6749e-08,0.00108054
947.32,2.54959e-08,0.00108143
950.58,2.03598e-08,0.00106832
953.84,1.45979e-08,0.00107758
957.1,1.12691e-08,0.00108457
960.36,6.99827e-09,0.0010977
963.62,3.38457e-09,0.00114951
966.88,1.5385e-09,0.00123626
970.14,7.00174e-10,0.00137982
973.39,3.34764e-10,0.00160221
976.65,1.72795e-10,0.00190153
979.91,9.68915e-11,0.00224111
983.17,5.84825e-11,0.00257161
986.43,3.73842e-11,0.00286597
989.69,2.48792e-11,0.003118
992.95,1.6289e-11,0.00334147
996.21,1.1284e-11,0.00350521
999.47,7.91916e-12,0.00363838
1002.73,5.53926e-12,0.00375345
1005.98,3.82382e-12,0.00386334
1009.24,2.60974e-12,0.00396238
1012.5,1.76467e-12,0.00405811
1015.76,1.18614e-12,0.0041476
1019.02,7.94846e-13,0.0042307
1022.28,5.30497e-13,0.00431161
1025.54,3.953e-13,0.0043764
1028.8,2.57883e-13,0.00446342
1032.06,1.64117e-13,0.00456054
1035.32,1.11865e-13,0.00465248
1038.57,7.66261e-14,0.00474474
1041.83,5.14057e-14,0.00483376
1045.09,3.74116e-14,0.00490512
1048.35,2.76548e-14,0.00498075
1051.61,2.00614e-14,0.00506485
1054.87,1.32276e-14,0.00515986
1058.13,9.4037e-15,0.00523617
1061.39,6.93941e-15,0.00529473
1064.65,5.04496e-15,0.00534163
1067.91,3.59556e-15,0.00538827
1071.16,2.52851e-15,0.00543139
1074.42,1.77162e-15,0.00547792
1077.68,1.23746e-15,0.00552071
1080.94,7.51554e-16,0.00556058
1084.2,3.92396e-16,0.00559593
