Tally N.,Tally Description,Energy,Value,Error
4,Neutron Spectra,1e-07,16.2525,0.00320965
4,Neutron Spectra,4.1399e-07,6.144,0.00123981
4,Neutron Spectra,5.3158e-07,0.774037,0.000240368
4,Neutron Spectra,6.825599999999999e-07,0.772133,0.000255537
4,Neutron Spectra,8.7643e-07,0.773621,0.000275914
4,Neutron Spectra,1.1252999999999998e-06,0.776057,0.000257431
4,Neutron Spectra,1.445e-06,0.781009,0.000244411
4,Neutron Spectra,1.8553999999999998e-06,0.786363,0.000275691
4,Neutron Spectra,2.3824e-06,0.791629,0.000269117
4,Neutron Spectra,3.059e-06,0.797632,0.00026301
4,Neutron Spectra,3.9279e-06,0.803801,0.000241628
4,Neutron Spectra,5.043499999999999e-06,0.809878,0.000238904
4,Neutron Spectra,6.4759e-06,0.815768,0.000247783
4,Neutron Spectra,8.3153e-06,0.821631,0.000309144
4,Neutron Spectra,1.0677e-05,0.835364,0.000264012
4,Neutron Spectra,1.3710000000000001e-05,0.835163,0.000252227
4,Neutron Spectra,1.7604e-05,0.841836,0.000295221
4,Neutron Spectra,2.2603e-05,0.847731,0.000283284
4,Neutron Spectra,2.9023e-05,0.85475,0.000266266
4,Neutron Spectra,3.7266e-05,0.861078,0.000318472
4,Neutron Spectra,4.7851e-05,0.867056,0.000272978
4,Neutron Spectra,6.1442e-05,0.873721,0.000271711
4,Neutron Spectra,7.889299999999999e-05,0.879148,0.000269042
4,Neutron Spectra,0.0001013,0.885258,0.000268686
4,Neutron Spectra,0.00013006999999999998,0.890865,0.000283557
4,Neutron Spectra,0.00016702,0.897019,0.000252552
4,Neutron Spectra,0.00021444999999999998,0.90337,0.0002974
4,Neutron Spectra,0.00027536,0.909861,0.000295251
4,Neutron Spectra,0.00035358,0.914651,0.000308525
4,Neutron Spectra,0.000454,0.921242,0.000285314
4,Neutron Spectra,0.00058295,0.928255,0.000255995
4,Neutron Spectra,0.0007485199999999999,0.935097,0.000274115
4,Neutron Spectra,0.00096112,0.942602,0.000265793
4,Neutron Spectra,0.0012341,0.951383,0.000287612
4,Neutron Spectra,0.0015845999999999998,0.958553,0.000224726
4,Neutron Spectra,0.0020347,0.974131,0.000268251
4,Neutron Spectra,0.0022486999999999997,0.392288,0.000150341
4,Neutron Spectra,0.0024852,0.400856,0.000184659
4,Neutron Spectra,0.0026125999999999996,0.199465,0.000110289
4,Neutron Spectra,0.0027465,0.188336,8.91105e-05
4,Neutron Spectra,0.0030354,0.349944,0.000141569
4,Neutron Spectra,0.0033545999999999997,0.375499,0.000147674
4,Neutron Spectra,0.0037074,0.390183,0.000165621
4,Neutron Spectra,0.004307399999999999,0.593837,0.000197284
4,Neutron Spectra,0.0055308,1.00333,0.000285559
4,Neutron Spectra,0.0071017,1.01499,0.000309376
