Tally N.,Tally Description,Energy,Value,Error
4,Neutron Spectra,1e-07,311.579,0.0351059
4,Neutron Spectra,4.1399e-07,47.1795,0.00453863
4,Neutron Spectra,5.3158e-07,2.23007,0.000256909
4,Neutron Spectra,6.825599999999999e-07,2.17299,0.000302925
4,Neutron Spectra,8.7643e-07,2.13394,0.000252582
4,Neutron Spectra,1.1252999999999998e-06,2.1058,0.000258755
4,Neutron Spectra,1.445e-06,2.08844,0.000268883
4,Neutron Spectra,1.8553999999999998e-06,2.07491,0.000226314
4,Neutron Spectra,2.3824e-06,2.06575,0.000231892
4,Neutron Spectra,3.059e-06,2.05991,0.000253497
4,Neutron Spectra,3.9279e-06,2.05674,0.000228703
4,Neutron Spectra,5.043499999999999e-06,2.0553,0.000216365
4,Neutron Spectra,6.4759e-06,2.05779,0.000230878
4,Neutron Spectra,8.3153e-06,2.06093,0.000244319
4,Neutron Spectra,1.0677e-05,2.06727,0.00024186
4,Neutron Spectra,1.3710000000000001e-05,2.05269,0.000197108
4,Neutron Spectra,1.7604e-05,2.05693,0.00021015
4,Neutron Spectra,2.2603e-05,2.06092,0.00023087
4,Neutron Spectra,2.9023e-05,2.06565,0.000236237
4,Neutron Spectra,3.7266e-05,2.06968,0.000223648
4,Neutron Spectra,4.7851e-05,2.07426,0.000211947
4,Neutron Spectra,6.1442e-05,2.07884,0.000214013
4,Neutron Spectra,7.889299999999999e-05,2.08265,0.000223236
4,Neutron Spectra,0.0001013,2.08711,0.000235368
4,Neutron Spectra,0.00013006999999999998,2.09108,0.000218638
4,Neutron Spectra,0.00016702,2.09555,0.000228634
4,Neutron Spectra,0.00021444999999999998,2.09859,0.000239014
4,Neutron Spectra,0.00027536,2.10322,0.000239201
4,Neutron Spectra,0.00035358,2.10702,0.000233884
4,Neutron Spectra,0.000454,2.11097,0.000250116
4,Neutron Spectra,0.00058295,2.11463,0.000221883
4,Neutron Spectra,0.0007485199999999999,2.11845,0.00025809
4,Neutron Spectra,0.00096112,2.1221,0.000229572
4,Neutron Spectra,0.0012341,2.12563,0.000215137
4,Neutron Spectra,0.0015845999999999998,2.12903,0.000220939
4,Neutron Spectra,0.0020347,2.13297,0.000235705
4,Neutron Spectra,0.0022486999999999997,0.854243,0.000180996
4,Neutron Spectra,0.0024852,0.854494,0.000153804
4,Neutron Spectra,0.0026125999999999996,0.427436,0.00010931
4,Neutron Spectra,0.0027465,0.427433,0.000118965
4,Neutron Spectra,0.0030354,0.855983,0.000148285
4,Neutron Spectra,0.0033545999999999997,0.856309,0.000159205
4,Neutron Spectra,0.0037074,0.856866,0.000160645
4,Neutron Spectra,0.004307399999999999,1.28659,0.00018397
4,Neutron Spectra,0.0055308,2.14601,0.000213977
4,Neutron Spectra,0.0071017,2.14936,0.000225662
4,Neutron Spectra,0.009118799999999998,2.15304,0.00023804
4,Neutron Spectra,0.010595,1.29368,0.000179094
4,Neutron Spectra,0.011708999999999999,0.861258,0.000174079
4,Neutron Spectra,0.015033999999999999,2.15094,0.000254149
4,Neutron Spectra,0.019303999999999998,2.14564,0.000225559
4,Neutron Spectra,0.021875,0.958495,0.000172896
4,Neutron Spectra,0.023579,0.621203,0.000124368
4,Neutron Spectra,0.024176,0.207862,8.87352e-05
4,Neutron Spectra,0.024787999999999998,0.208129,8.6195e-05
4,Neutron Spectra,0.026057999999999998,0.417453,9.64726e-05
4,Neutron Spectra,0.027,0.297849,9.41017e-05
4,Neutron Spectra,0.028501,0.455475,0.000129589
4,Neutron Spectra,0.031827999999999995,0.936151,0.000159993
4,Neutron Spectra,0.034307,0.64047,0.000142781
4,Neutron Spectra,0.040868,1.51039,0.000196929
4,Neutron Spectra,0.046308999999999996,1.09449,0.000205161
4,Neutron Spectra,0.052475,1.10717,0.00020863
4,Neutron Spectra,0.056561999999999994,0.670897,0.000143913
4,Neutron Spectra,0.06738,1.57499,0.000220275
4,Neutron Spectra,0.07202399999999999,0.604436,0.000147514
4,Neutron Spectra,0.079499,0.902264,0.000169128
4,Neutron Spectra,0.08250299999999999,0.340983,0.000114348
4,Neutron Spectra,0.086517,0.438382,0.00012578
4,Neutron Spectra,0.098036,1.16188,0.000183296
4,Neutron Spectra,0.11109,1.18324,0.00019058
4,Neutron Spectra,0.11678999999999999,0.48058,0.000119303
