Tally N.,Tally Description,Energy,Value,Error
4,Neutron Spectra,1e-07,41.3183,0.0051596
4,Neutron Spectra,4.1399e-07,5.43012,0.000620066
4,Neutron Spectra,5.3158e-07,0.177689,5.04933e-05
4,Neutron Spectra,6.825599999999999e-07,0.174866,5.17909e-05
4,Neutron Spectra,8.7643e-07,0.173078,5.42025e-05
4,Neutron Spectra,1.1252999999999998e-06,0.171635,5.05081e-05
4,Neutron Spectra,1.445e-06,0.170716,5.59327e-05
4,Neutron Spectra,1.8553999999999998e-06,0.169898,5.58411e-05
4,Neutron Spectra,2.3824e-06,0.169378,5.45253e-05
4,Neutron Spectra,3.059e-06,0.1691,5.2569e-05
4,Neutron Spectra,3.9279e-06,0.168917,4.62416e-05
4,Neutron Spectra,5.043499999999999e-06,0.168567,4.48424e-05
4,Neutron Spectra,6.4759e-06,0.168503,4.93946e-05
4,Neutron Spectra,8.3153e-06,0.168406,5.26922e-05
4,Neutron Spectra,1.0677e-05,0.168489,5.16412e-05
4,Neutron Spectra,1.3710000000000001e-05,0.168402,5.372e-05
4,Neutron Spectra,1.7604e-05,0.168337,5.51566e-05
4,Neutron Spectra,2.2603e-05,0.168274,4.92947e-05
4,Neutron Spectra,2.9023e-05,0.168211,4.93915e-05
4,Neutron Spectra,3.7266e-05,0.168321,4.90088e-05
4,Neutron Spectra,4.7851e-05,0.168339,4.70574e-05
4,Neutron Spectra,6.1442e-05,0.16842,4.56253e-05
4,Neutron Spectra,7.889299999999999e-05,0.168443,4.58342e-05
4,Neutron Spectra,0.0001013,0.168461,5.326e-05
4,Neutron Spectra,0.00013006999999999998,0.168565,5.55547e-05
4,Neutron Spectra,0.00016702,0.168745,4.4797e-05
4,Neutron Spectra,0.00021444999999999998,0.168736,4.37409e-05
4,Neutron Spectra,0.00027536,0.168793,4.71808e-05
4,Neutron Spectra,0.00035358,0.168974,4.97099e-05
4,Neutron Spectra,0.000454,0.16903,5.31205e-05
