Energy,Value,Error,Offset
5 - 10,19.03879365709292,0.008588166541855012,20 cm
10 - 20,48.82799333426335,0.007935928301973217,20 cm
20 - 30,67.40055233931227,0.009213709192709231,20 cm
30 - 40,80.50200102916907,0.010452104764009923,20 cm
40 - 50,126.46978066496625,0.008930761695021302,20 cm
5 - 10,1.9493475322966771,0.02616154174868867,40 cm
10 - 20,4.524611856964959,0.025792506388983005,40 cm
20 - 30,5.374694584437438,0.0318241588346331,40 cm
30 - 40,6.778024487486233,0.03523541717480112,40 cm
40 - 50,5.429853470861111,0.042935104249818515,40 cm
