Energy,Value,Error,Offset
5.0,0.1363296375978792,0.0012,on-axis
6.0,13.436699658990793,0.0012,on-axis
7.0,12.405913500628202,0.0012,on-axis
8.0,11.825009602348896,0.0013,on-axis
9.0,12.158966628929672,0.0014,on-axis
10.0,12.912806960991178,0.0015,on-axis
11.0,14.196175086206296,0.0017,on-axis
12.0,15.059639846363691,0.0019,on-axis
13.0,16.64011674158242,0.0021,on-axis
14.0,18.69070168492576,0.0024,on-axis
15.0,21.197842160789055,0.0026,on-axis
16.0,23.384173876296483,0.0028,on-axis
17.0,25.761150390823875,0.0031,on-axis
18.0,29.11487370275662,0.0033,on-axis
19.0,31.543141295807533,0.0034,on-axis
20.0,33.75645921507142,0.0035,on-axis
21.0,37.088212979076445,0.0037,on-axis
22.0,39.71043377325066,0.0037,on-axis
23.0,42.12678849384206,0.0038,on-axis
24.0,43.60683303513131,0.0039,on-axis
25.0,45.14380107237541,0.0041,on-axis
26.0,46.20747187633374,0.0042,on-axis
27.0,46.1901126241482,0.0043,on-axis
28.0,45.532781618176735,0.0044,on-axis
29.0,46.14417493296864,0.0046,on-axis
30.0,45.03097718371073,0.0047,on-axis
31.0,42.38357759669139,0.005,on-axis
32.0,38.55213174008774,0.0052,on-axis
33.0,36.77994781681358,0.0054,on-axis
34.0,36.71193356937187,0.0053,on-axis
35.0,38.79874322946637,0.005,on-axis
36.0,40.50388638411692,0.0047,on-axis
37.0,38.74634111157802,0.0045,on-axis
38.0,53.181973139460624,0.0042,on-axis
39.0,201.06302992441314,0.0033,on-axis
40.0,510.9644566396649,0.0023,on-axis
41.0,641.7465929133441,0.0022,on-axis
42.0,359.701688844271,0.003,on-axis
43.0,79.17469688477092,0.0065,on-axis
44.0,4.494874533254989,0.0285,on-axis
