Energy,Value,Error,Offset
5.0,4.642933181414856e-05,0.0022,on-axis
6.0,0.00436404786132444,0.0024,on-axis
7.0,0.0038824155733251054,0.0025,on-axis
8.0,0.00358922340717042,0.0027,on-axis
9.0,0.0035812288047199726,0.003,on-axis
10.0,0.003655173834292005,0.003,on-axis
11.0,0.0038851673636565408,0.0035,on-axis
12.0,0.003938668848337445,0.0036,on-axis
13.0,0.004084332095977887,0.0036,on-axis
14.0,0.004380351945491698,0.0037,on-axis
15.0,0.004744968472024173,0.0036,on-axis
16.0,0.004999866658118219,0.0038,on-axis
17.0,0.005363975728947869,0.0039,on-axis
18.0,0.005873448499464201,0.004,on-axis
19.0,0.006319022727136672,0.0042,on-axis
20.0,0.0067578424068650165,0.0044,on-axis
21.0,0.007345701866372139,0.0046,on-axis
22.0,0.007760960418276334,0.0046,on-axis
23.0,0.008139497267930569,0.0047,on-axis
24.0,0.008438563293030906,0.0048,on-axis
25.0,0.008933541937032236,0.0048,on-axis
26.0,0.009244044048435852,0.0047,on-axis
27.0,0.00933062903322004,0.0048,on-axis
28.0,0.009541640870922904,0.0049,on-axis
29.0,0.009747168298017321,0.005,on-axis
30.0,0.009623217341819285,0.0051,on-axis
31.0,0.00951347013016722,0.0053,on-axis
32.0,0.009449804745608083,0.0054,on-axis
33.0,0.009983212257969862,0.0054,on-axis
34.0,0.01124611980112889,0.0052,on-axis
35.0,0.013004312910347237,0.005,on-axis
36.0,0.014000416120032994,0.0049,on-axis
37.0,0.014846066761742313,0.0048,on-axis
38.0,0.024652463957399305,0.0041,on-axis
39.0,0.05884625127974958,0.0032,on-axis
40.0,0.10119991436817406,0.0027,on-axis
41.0,0.09528841840403282,0.0029,on-axis
42.0,0.03941470970126788,0.0047,on-axis
43.0,0.0059049325468064654,0.0116,on-axis
44.0,0.00045456367975440354,0.0464,on-axis
