Energy,Value,Error,Offset
4.0,3.9174107338702546,0.0013,on-axis
5.0,386.6304873785796,0.0014,on-axis
6.0,486.7690993901316,0.0015,on-axis
7.0,613.4134478418262,0.0015,on-axis
8.0,580.1422308073302,0.0016,on-axis
9.0,652.6831268322267,0.0017,on-axis
10.0,691.4819991637752,0.0017,on-axis
11.0,750.3385278133201,0.0018,on-axis
12.0,709.6830568186462,0.0019,on-axis
13.0,802.9475997005649,0.0019,on-axis
14.0,897.2300559253754,0.0019,on-axis
15.0,965.0069429649984,0.0019,on-axis
16.0,995.5341223738798,0.0019,on-axis
17.0,1069.7402813722622,0.0019,on-axis
18.0,1139.3598181775321,0.002,on-axis
19.0,1188.4760949482438,0.002,on-axis
20.0,1221.233706041774,0.002,on-axis
21.0,1327.351549281616,0.002,on-axis
22.0,1464.6577192655507,0.002,on-axis
23.0,1584.6165804506759,0.002,on-axis
24.0,1660.6423945604809,0.002,on-axis
25.0,1720.3446530559422,0.002,on-axis
26.0,1769.5955636694835,0.002,on-axis
27.0,1816.0123046930025,0.002,on-axis
28.0,1812.5699781453393,0.002,on-axis
29.0,1846.9382271334418,0.0021,on-axis
30.0,1836.3200774865036,0.0021,on-axis
31.0,1766.3529416630404,0.0022,on-axis
32.0,1701.379989339387,0.0023,on-axis
33.0,1703.0866151073405,0.0023,on-axis
34.0,1595.28552529998,0.0024,on-axis
35.0,1401.2332326683445,0.0026,on-axis
36.0,1235.3431538940583,0.0028,on-axis
37.0,1154.4665790342467,0.0029,on-axis
38.0,1910.9617457417787,0.0023,on-axis
39.0,8617.278480371451,0.0011,on-axis
40.0,23201.49518333105,0.0007,on-axis
41.0,30019.059234300752,0.0006,on-axis
42.0,17447.000730370095,0.0008,on-axis
43.0,3935.3736721214677,0.0018,on-axis
44.0,211.1118620478873,0.008,on-axis
4.0,0.7597161076536603,0.003,20 cm
5.0,73.17128325617112,0.0033,20 cm
6.0,79.14587969599033,0.0036,20 cm
7.0,75.98344693079203,0.004,20 cm
8.0,64.9276535621767,0.0046,20 cm
9.0,66.76131206993418,0.0049,20 cm
10.0,63.31536969375559,0.0053,20 cm
11.0,66.60306394377346,0.0056,20 cm
12.0,62.52538677382852,0.006,20 cm
13.0,67.51933008116875,0.0061,20 cm
14.0,71.44359569058993,0.0062,20 cm
15.0,75.51403337351093,0.0064,20 cm
16.0,72.20803820506292,0.0068,20 cm
17.0,74.9598078114204,0.007,20 cm
18.0,76.89156687074279,0.0072,20 cm
19.0,75.95822207082422,0.0075,20 cm
20.0,76.83246020861019,0.0077,20 cm
21.0,81.55762678275738,0.0078,20 cm
22.0,88.93784629119298,0.0077,20 cm
23.0,94.53955832017694,0.0077,20 cm
24.0,98.07842615595989,0.0077,20 cm
25.0,103.19559466673664,0.0077,20 cm
26.0,105.31679992296165,0.0078,20 cm
27.0,105.79187339905037,0.0079,20 cm
28.0,103.61435517502642,0.0082,20 cm
29.0,103.42358222828645,0.0084,20 cm
30.0,104.46660477020231,0.0085,20 cm
31.0,112.26044190208383,0.0084,20 cm
32.0,118.62848557385941,0.0083,20 cm
33.0,118.9640129459487,0.0084,20 cm
34.0,93.60042371639233,0.0096,20 cm
35.0,68.7443713728834,0.0113,20 cm
36.0,61.81490203725889,0.012,20 cm
37.0,81.86510869348606,0.0107,20 cm
38.0,178.196939054866,0.0074,20 cm
39.0,416.35024007259364,0.0049,20 cm
40.0,641.9592095052351,0.004,20 cm
41.0,513.7082985275638,0.0045,20 cm
42.0,163.55396053700056,0.0081,20 cm
43.0,15.772467259413519,0.0254,20 cm
44.0,1.1793026602389893,0.0963,20 cm
4.0,0.11581079689195968,0.0076,40 cm
5.0,11.541270114383096,0.0082,40 cm
6.0,12.27156041964088,0.0089,40 cm
7.0,11.642309991828201,0.0101,40 cm
8.0,9.36775971113686,0.0119,40 cm
9.0,9.298792427079388,0.0127,40 cm
10.0,8.701589910374535,0.014,40 cm
11.0,9.363774172205499,0.0145,40 cm
12.0,8.253978098583548,0.0161,40 cm
13.0,9.006516907702578,0.0164,40 cm
14.0,9.52125634387047,0.0167,40 cm
15.0,10.081447329403424,0.0171,40 cm
16.0,9.439060413260128,0.0186,40 cm
17.0,9.76166089401598,0.0191,40 cm
18.0,9.718569195350144,0.0198,40 cm
19.0,9.600289931773524,0.0208,40 cm
20.0,9.063679873773879,0.0222,40 cm
21.0,9.869858160913944,0.0225,40 cm
22.0,10.345073909197707,0.0224,40 cm
23.0,11.55398504573553,0.0217,40 cm
24.0,11.131303853889642,0.0224,40 cm
25.0,12.031504236185702,0.0221,40 cm
26.0,12.398372209591423,0.0225,40 cm
27.0,11.872313356779635,0.0236,40 cm
28.0,11.16577686726284,0.0245,40 cm
29.0,11.557900990368001,0.0247,40 cm
30.0,12.5162117669197,0.0239,40 cm
31.0,14.047071937120812,0.0231,40 cm
32.0,14.217874242507119,0.0237,40 cm
33.0,11.489370912006743,0.0265,40 cm
34.0,8.000512337836424,0.032,40 cm
35.0,6.499448394797766,0.036,40 cm
36.0,7.763478583167757,0.034,40 cm
37.0,13.771537482001195,0.0262,40 cm
38.0,24.7578327126588,0.0198,40 cm
39.0,34.71438363082223,0.0168,40 cm
40.0,31.56387000390694,0.0178,40 cm
41.0,15.158744285566497,0.0258,40 cm
42.0,3.315784997403255,0.0548,40 cm
43.0,0.20208455083231444,0.2292,40 cm
44.0,0.005285452214020552,0.5909,40 cm
