Energy,Value,Error,Offset
5.0,0.05053279496600402,0.0126,20 cm
6.0,5.186720740151972,0.0147,20 cm
7.0,4.915625418253965,0.0163,20 cm
8.0,4.440970683706447,0.0184,20 cm
9.0,4.444944020014532,0.0199,20 cm
10.0,4.343002662269242,0.021,20 cm
11.0,4.563531418081146,0.0219,20 cm
12.0,4.3669576685964495,0.023,20 cm
13.0,4.583190782303931,0.0239,20 cm
14.0,4.491527568849868,0.025,20 cm
15.0,5.124746838039212,0.0247,20 cm
16.0,5.241737710086167,0.0253,20 cm
17.0,5.019874613345615,0.0271,20 cm
18.0,5.537469966998729,0.0267,20 cm
19.0,5.5559541056929875,0.0274,20 cm
20.0,5.887280269393144,0.0275,20 cm
21.0,6.196002926946476,0.0278,20 cm
22.0,6.395311694109771,0.0281,20 cm
23.0,6.798920504409845,0.0279,20 cm
24.0,6.947478355664234,0.0283,20 cm
25.0,7.2656910443910805,0.0282,20 cm
26.0,6.946176601513614,0.0296,20 cm
27.0,7.227573648113862,0.0294,20 cm
28.0,7.194499560396087,0.0307,20 cm
29.0,6.541617734374149,0.0323,20 cm
30.0,6.288089761770918,0.0336,20 cm
31.0,5.84925392965283,0.0352,20 cm
32.0,5.161439954996354,0.0383,20 cm
33.0,5.069697467057528,0.0397,20 cm
34.0,5.470411737058818,0.0392,20 cm
35.0,5.7553010015811905,0.0389,20 cm
36.0,6.218265771672345,0.0378,20 cm
37.0,5.902191771477028,0.039,20 cm
38.0,8.520507527170581,0.0332,20 cm
39.0,26.266842106731474,0.0193,20 cm
40.0,51.47760030444674,0.0139,20 cm
41.0,51.201143474506,0.0141,20 cm
42.0,20.41236423485547,0.0224,20 cm
43.0,3.143792445626418,0.0562,20 cm
44.0,0.1950867328390377,0.2253,20 cm
46.0,0.039793472692590696,0.4387,20 cm
48.0,0.0,0.0,20 cm
5.0,0.004807534458304497,0.0405,40 cm
6.0,0.573004102406085,0.0431,40 cm
7.0,0.49789400919935634,0.0501,40 cm
8.0,0.424114501368569,0.0582,40 cm
9.0,0.44952738486436233,0.0613,40 cm
10.0,0.4526752712077981,0.0661,40 cm
11.0,0.4306948122884275,0.071,40 cm
12.0,0.37942394595059387,0.0783,40 cm
13.0,0.4322729828321327,0.0791,40 cm
14.0,0.42445231040396586,0.0811,40 cm
15.0,0.46827591465170915,0.0792,40 cm
16.0,0.46292352959738686,0.0856,40 cm
17.0,0.43941387511927216,0.0896,40 cm
18.0,0.5320546522714238,0.0842,40 cm
19.0,0.5024245626422487,0.0901,40 cm
20.0,0.5074659428839047,0.0892,40 cm
21.0,0.4719619290485379,0.0987,40 cm
22.0,0.5337594938677445,0.0924,40 cm
23.0,0.6396551757580095,0.091,40 cm
24.0,0.5713703080275224,0.0969,40 cm
25.0,0.5596100893273352,0.0976,40 cm
26.0,0.5131472220136364,0.1103,40 cm
27.0,0.5567784151094383,0.1058,40 cm
28.0,0.5759955168274549,0.107,40 cm
29.0,0.4449504915738542,0.1167,40 cm
30.0,0.4554452299915164,0.1221,40 cm
31.0,0.44630921243462524,0.1231,40 cm
32.0,0.3858110930606175,0.137,40 cm
33.0,0.35471276079741815,0.1402,40 cm
34.0,0.5464951642555543,0.1264,40 cm
35.0,0.5069799501854401,0.1216,40 cm
36.0,0.5462201271970054,0.1221,40 cm
37.0,0.43264393471863105,0.1438,40 cm
38.0,0.9514011146601302,0.0995,40 cm
39.0,2.1520059001852947,0.0654,40 cm
40.0,2.6778384622424425,0.0604,40 cm
41.0,2.0563032694158614,0.07,40 cm
42.0,0.691240350512382,0.1249,40 cm
43.0,0.004471388690424304,0.9208,40 cm
44.0,0.0,0.0,40 cm
46.0,0.0,0.0,40 cm
48.0,0.0,0.0,40 cm
