Energy,Value,Error,Offset
5 - 10,2110.818472799447,0.001078957984966778,on-axis
10 - 20,9524.637240786364,0.0007593312207043101,on-axis
20 - 30,19612.92841131782,0.0007417065398159245,on-axis
30 - 40,35074.73422224411,0.0006733587619724434,on-axis
40 - 50,33132.679270396235,0.0007248692330518388,on-axis
50 - 60,27341.89097687266,0.0006956637302000402,on-axis
60 - 70,150333.7260022768,0.0003208918096136985,on-axis
5 - 10,293.73609171388796,0.0028672371454819185,20 cm
10 - 20,972.4553359655877,0.002292800317188246,20 cm
20 - 30,1431.4322738942171,0.002646570676847836,20 cm
30 - 40,1930.1647558300338,0.002760076539790387,20 cm
40 - 50,1427.2711010276819,0.003339869820164403,20 cm
50 - 60,982.9613916825374,0.003505382397532145,20 cm
60 - 70,1559.6541883678938,0.0030179142801149013,20 cm
5 - 10,44.53625231955691,0.007168285791222221,40 cm
10 - 20,139.94041704437493,0.00593492870010242,40 cm
20 - 30,189.27849270004825,0.007190305897362663,40 cm
30 - 40,221.70645122057158,0.008015205452826425,40 cm
40 - 50,148.37175769914313,0.010277661010035659,40 cm
50 - 60,92.41891703262903,0.011147449976891436,40 cm
60 - 70,67.69198379221814,0.014253022884184464,40 cm
