Energy,Value,Error,Offset
5.0,0.38170569300674856,0.0046,20 cm
6.0,39.037347668347664,0.0053,20 cm
7.0,36.561499477755746,0.006,20 cm
8.0,33.58813168834077,0.0067,20 cm
9.0,32.350329389676354,0.0073,20 cm
10.0,31.35747750826982,0.0078,20 cm
11.0,32.78474562124588,0.0081,20 cm
12.0,31.197644422102748,0.0087,20 cm
13.0,31.473697894816578,0.0091,20 cm
14.0,32.713484521897634,0.0093,20 cm
15.0,34.79779792110931,0.0095,20 cm
16.0,34.47925302249565,0.0098,20 cm
17.0,37.059035300916975,0.0099,20 cm
18.0,39.90208696809509,0.0099,20 cm
19.0,40.73503221092697,0.0102,20 cm
20.0,43.53824465098172,0.0101,20 cm
21.0,46.404025043606566,0.0101,20 cm
22.0,48.299424867662616,0.0102,20 cm
23.0,50.470889572150384,0.0103,20 cm
24.0,51.000931978401375,0.0104,20 cm
25.0,51.87914076440282,0.0106,20 cm
26.0,51.07811253127089,0.0108,20 cm
27.0,51.29208206351061,0.0111,20 cm
28.0,49.522591882439166,0.0115,20 cm
29.0,48.22531637742766,0.0119,20 cm
30.0,46.06750791056849,0.0123,20 cm
31.0,42.676961310654455,0.013,20 cm
32.0,38.14644581645146,0.0141,20 cm
33.0,36.03023197439378,0.0146,20 cm
34.0,37.02245550830037,0.0148,20 cm
35.0,41.11008138465206,0.0143,20 cm
36.0,41.85847680191303,0.0143,20 cm
37.0,37.10394385644572,0.0153,20 cm
38.0,56.73488757392225,0.0127,20 cm
39.0,173.3395837174693,0.0074,20 cm
40.0,326.1502735593812,0.0054,20 cm
41.0,299.79816728208954,0.0057,20 cm
42.0,105.79539550463294,0.0095,20 cm
43.0,11.969232740400345,0.0277,20 cm
44.0,0.8728499572662498,0.1055,20 cm
5.0,0.028270218565575007,0.0165,40 cm
6.0,2.9457898969509486,0.0191,40 cm
7.0,2.7969451739242985,0.0213,40 cm
8.0,2.5482696863412317,0.0239,40 cm
9.0,2.497999804134392,0.0257,40 cm
10.0,2.5118043353116577,0.0273,40 cm
11.0,2.5856734349463175,0.0285,40 cm
12.0,2.579467280775822,0.0298,40 cm
13.0,2.6669762456146633,0.0308,40 cm
14.0,2.7007890539067745,0.0324,40 cm
15.0,2.968045764535671,0.032,40 cm
16.0,2.8917768289449164,0.0336,40 cm
17.0,3.0110703296876244,0.0343,40 cm
18.0,3.2157820284287513,0.034,40 cm
19.0,3.3010758793724406,0.0351,40 cm
20.0,3.459691995199113,0.0355,40 cm
21.0,3.7001515176927007,0.0354,40 cm
22.0,3.6770408966005887,0.0362,40 cm
23.0,4.050323082534697,0.0359,40 cm
24.0,3.9000353331842055,0.0376,40 cm
25.0,3.7810744382764927,0.0386,40 cm
26.0,3.9374092815821244,0.039,40 cm
27.0,3.952138414583747,0.0402,40 cm
28.0,3.924477464897251,0.0409,40 cm
29.0,3.4799204092853935,0.0435,40 cm
30.0,3.4276897149624146,0.0453,40 cm
31.0,3.2118502307416086,0.0471,40 cm
32.0,2.7863851022633503,0.052,40 cm
33.0,2.829866954623497,0.0525,40 cm
34.0,3.189201002347298,0.0498,40 cm
35.0,3.2483960403992618,0.0499,40 cm
36.0,3.3987404834145165,0.05,40 cm
37.0,2.986465823070708,0.0544,40 cm
38.0,5.737497463879043,0.0401,40 cm
39.0,12.827786738121368,0.027,40 cm
40.0,16.438152949822783,0.0242,40 cm
41.0,10.140603756835342,0.0309,40 cm
42.0,2.6450944524748685,0.0606,40 cm
43.0,0.1088578773048078,0.2786,40 cm
44.0,0.03252229962769463,0.5597,40 cm
