Energy,Value,Error,Offset
5 - 10,23.566018673892085,0.010475595356458636,20 cm
10 - 20,72.32241594287653,0.008478619893124067,20 cm
20 - 30,110.69169385523882,0.009344262495013429,20 cm
30 - 40,144.61858827789052,0.00986318281792901,20 cm
40 - 50,104.4754600554341,0.012113893053775561,20 cm
50 - 60,66.51188492956621,0.013228273678752884,20 cm
60 - 70,209.83569353382654,0.008287088900088502,20 cm
5 - 10,2.4474280882139277,0.03179572894223696,40 cm
10 - 20,7.425988650608244,0.02620017269698167,40 cm
20 - 30,10.273497552110818,0.030525317184579296,40 cm
30 - 40,11.911852464941617,0.03386266110326098,40 cm
40 - 50,7.681374491920785,0.04425734100405493,40 cm
50 - 60,4.6693642228446315,0.04861772047414204,40 cm
60 - 70,10.00209273695909,0.037425061804615765,40 cm
