Energy,Value,Error,Offset
5 - 10,2719.638392250094,0.0007135068605700751,on-axis
10 - 20,9209.798499258599,0.0006158592627426256,on-axis
20 - 30,16223.962676297306,0.0006417666990952908,on-axis
30 - 40,22921.708340606132,0.0006484156799585788,on-axis
40 - 50,74814.04068217125,0.00038648043090069785,on-axis
5 - 10,359.98957551506436,0.001817492099905642,20 cm
10 - 20,706.9384145146776,0.0020689852692342583,20 cm
20 - 30,961.2881231507589,0.0025064366315393294,20 cm
30 - 40,1354.8915301395746,0.002585877295963775,20 cm
40 - 50,1336.173238489452,0.0027868591146994848,20 cm
5 - 10,54.12169266406842,0.004566625844125956,40 cm
10 - 20,93.44814319653983,0.005562971764410484,40 cm
20 - 30,110.9897685036983,0.007274542977066048,40 cm
30 - 40,147.77772199983855,0.007720216059651196,40 cm
40 - 50,50.245769289923025,0.014126173044429858,40 cm
