Energy,Value,Error,Offset
5 - 10,25.697480376838836,0.0008084175006504454,20 cm
10 - 20,83.2730843924242,0.0005282286001020367,20 cm
20 - 30,133.09628862808594,0.0006742888891731121,20 cm
30 - 40,207.22636352849403,0.0009039971315453196,20 cm
40 - 50,189.71504544422544,0.001324644872354602,20 cm
50 - 60,155.40309698477708,0.0019174527278586599,20 cm
60 - 70,679.6812644297809,0.0015525404831625194,20 cm
5 - 10,3.5511402285174434,0.0010158873370723555,40 cm
10 - 20,12.027100637062762,0.0006745392604629475,40 cm
20 - 30,18.62580712787347,0.0007882768946403343,40 cm
30 - 40,26.820210986962667,0.0009098316264062755,40 cm
40 - 50,22.40652833841397,0.0011987255366954085,40 cm
50 - 60,15.996097939145468,0.001594039913253053,40 cm
60 - 70,45.984052989025585,0.0014130812395689194,40 cm
