Energy,Value,Error,Offset
4.0,0.01995568165729363,0.0013,on-axis
5.0,1.957148200913254,0.0013,on-axis
6.0,2.0817231197127692,0.0013,on-axis
7.0,2.009494867924835,0.0014,on-axis
8.0,1.645792765885083,0.0014,on-axis
9.0,1.726708764692784,0.0014,on-axis
10.0,1.6494129600161187,0.0014,on-axis
11.0,1.7163014521201976,0.0015,on-axis
12.0,1.555647142742409,0.0015,on-axis
13.0,1.6866745756607575,0.0015,on-axis
14.0,1.8179960412428273,0.0015,on-axis
15.0,1.8864702569252498,0.0015,on-axis
16.0,1.871471454118688,0.0015,on-axis
17.0,1.9764247002282787,0.0015,on-axis
18.0,2.0575098589913163,0.0015,on-axis
19.0,2.112666368204821,0.0016,on-axis
20.0,2.1571825580939072,0.0016,on-axis
21.0,2.3418859506848446,0.0016,on-axis
22.0,2.6527076209200438,0.0017,on-axis
23.0,2.9393660103307164,0.0017,on-axis
24.0,3.1711518500128926,0.0017,on-axis
25.0,3.4086281583070996,0.0017,on-axis
26.0,3.6518713833742975,0.0018,on-axis
27.0,3.8158385922203073,0.0018,on-axis
28.0,3.9905526824370354,0.0019,on-axis
29.0,4.186049450121349,0.002,on-axis
30.0,4.513038266320733,0.002,on-axis
31.0,4.988682033539546,0.002,on-axis
32.0,5.49398902190255,0.002,on-axis
33.0,5.569150556877641,0.0021,on-axis
34.0,4.820359013558662,0.0023,on-axis
35.0,3.974432201802816,0.0027,on-axis
36.0,3.9835465588333347,0.0028,on-axis
37.0,5.654408772252735,0.0024,on-axis
38.0,11.969403126368922,0.0022,on-axis
39.0,29.219972562466484,0.002,on-axis
40.0,51.03364401854021,0.0018,on-axis
41.0,50.3721505955596,0.002,on-axis
42.0,22.970715434882386,0.0031,on-axis
43.0,4.209762261850255,0.0068,on-axis
44.0,0.292280157170977,0.0291,on-axis
