Energy,Value,Error,Offset
6.0,1.0469823476989772,0.0035,on-axis
7.0,144.47163012810753,0.0038,on-axis
8.0,130.67339190466552,0.0043,on-axis
9.0,136.2861800134799,0.0045,on-axis
10.0,135.65518269118604,0.0048,on-axis
11.0,142.5839299422173,0.005,on-axis
12.0,132.9768634896907,0.0054,on-axis
13.0,141.25209314649467,0.0055,on-axis
14.0,150.30636618816973,0.0056,on-axis
15.0,157.14666988531621,0.0057,on-axis
16.0,159.40867281526275,0.0059,on-axis
17.0,169.13260145435387,0.006,on-axis
18.0,177.14277426158017,0.0061,on-axis
19.0,182.79448745100245,0.0062,on-axis
20.0,188.87693051650484,0.0063,on-axis
21.0,203.91507528956558,0.0063,on-axis
22.0,230.07515913154612,0.0062,on-axis
23.0,248.57057090577237,0.0061,on-axis
24.0,267.2768575407086,0.006,on-axis
25.0,285.64503368923346,0.006,on-axis
26.0,310.3258207578441,0.0059,on-axis
27.0,331.73267613599364,0.0058,on-axis
28.0,352.86860869248636,0.0058,on-axis
29.0,379.7691301345676,0.0057,on-axis
30.0,401.18812643482414,0.0057,on-axis
31.0,426.9312486246323,0.0056,on-axis
32.0,455.4863905509753,0.0055,on-axis
33.0,480.55908068344775,0.0055,on-axis
34.0,501.3673156984375,0.0055,on-axis
35.0,524.5909670245788,0.0054,on-axis
36.0,562.3715590653815,0.0054,on-axis
37.0,591.3323575095147,0.0053,on-axis
38.0,624.0042680244793,0.0053,on-axis
39.0,652.6961511631879,0.0052,on-axis
40.0,670.5201339126205,0.0052,on-axis
41.0,709.00557549049,0.0052,on-axis
42.0,744.8101082433592,0.0051,on-axis
43.0,774.441767308553,0.0051,on-axis
44.0,811.056578818076,0.005,on-axis
46.0,878.3611209517811,0.0035,on-axis
48.0,958.5401690571559,0.0035,on-axis
50.0,1031.8310140162323,0.0034,on-axis
52.0,1086.3621942181662,0.0034,on-axis
54.0,1114.089417005328,0.0034,on-axis
56.0,1129.6359975084908,0.0035,on-axis
58.0,1071.581240096962,0.0036,on-axis
60.0,800.8689472309906,0.0043,on-axis
62.0,780.8611878819681,0.0043,on-axis
64.0,6398.089080291967,0.0016,on-axis
66.0,18831.84154210346,0.0009,on-axis
68.0,5879.784834755169,0.0017,on-axis
70.0,157.85749648230177,0.0108,on-axis
6.0,0.37179808416644117,0.0059,20 cm
7.0,48.511690044961135,0.0066,20 cm
8.0,40.91644588297826,0.0077,20 cm
9.0,41.87742294560802,0.0081,20 cm
10.0,39.81320681480936,0.0088,20 cm
11.0,40.809701628781326,0.0093,20 cm
12.0,39.13350320160807,0.01,20 cm
13.0,39.87358864741654,0.0103,20 cm
14.0,42.33039859049028,0.0105,20 cm
15.0,44.43009739897186,0.0108,20 cm
16.0,43.28097314231583,0.0114,20 cm
17.0,45.63294445574636,0.0116,20 cm
18.0,46.09785021988231,0.012,20 cm
19.0,47.57226170626319,0.0122,20 cm
20.0,48.59407120874991,0.0125,20 cm
21.0,52.9102544323341,0.0125,20 cm
22.0,59.07328195175329,0.0122,20 cm
23.0,62.4148479057252,0.0122,20 cm
24.0,65.55909958544542,0.0122,20 cm
25.0,71.15600386842247,0.012,20 cm
26.0,75.2773155465428,0.0119,20 cm
27.0,81.66622190991058,0.0117,20 cm
28.0,83.06229531411898,0.0118,20 cm
29.0,87.46607470187658,0.0118,20 cm
30.0,95.29416325558394,0.0116,20 cm
31.0,99.9599789756053,0.0115,20 cm
32.0,102.39789889297637,0.0116,20 cm
33.0,107.92918366757549,0.0115,20 cm
34.0,109.98874662916242,0.0116,20 cm
35.0,116.88713031449302,0.0114,20 cm
36.0,118.36195244975512,0.0116,20 cm
37.0,122.59656062076733,0.0115,20 cm
38.0,125.7180492467632,0.0115,20 cm
39.0,127.74082257737706,0.0116,20 cm
40.0,135.3632195222661,0.0115,20 cm
41.0,134.62487972197187,0.0117,20 cm
42.0,142.0538509387208,0.0115,20 cm
43.0,143.23241626587475,0.0116,20 cm
44.0,150.46117827226985,0.0115,20 cm
46.0,152.52713521080125,0.0083,20 cm
48.0,160.08627176356734,0.0083,20 cm
50.0,166.89948837799724,0.0083,20 cm
52.0,168.70549941661173,0.0085,20 cm
54.0,167.80246326630484,0.0086,20 cm
56.0,179.8131319497757,0.0085,20 cm
58.0,168.59240495422833,0.009,20 cm
60.0,106.34763961515732,0.0115,20 cm
62.0,129.62833080695145,0.0106,20 cm
64.0,720.2122044008057,0.0046,20 cm
66.0,1159.6742439677096,0.0037,20 cm
68.0,189.8906976696734,0.0092,20 cm
70.0,3.6753726425893114,0.0678,20 cm
6.0,0.09138510773285351,0.0116,40 cm
7.0,11.54195363908726,0.0131,40 cm
8.0,9.125344805070378,0.0158,40 cm
9.0,9.515801607200777,0.0165,40 cm
10.0,9.07045674589968,0.0182,40 cm
11.0,9.26134020324181,0.0191,40 cm
12.0,8.778484221563756,0.0207,40 cm
13.0,9.196190651148658,0.0211,40 cm
14.0,9.724176482729574,0.0216,40 cm
15.0,9.935997520115547,0.0226,40 cm
16.0,10.041227914389557,0.0236,40 cm
17.0,9.838708797327333,0.0247,40 cm
18.0,10.172413139876637,0.0251,40 cm
19.0,10.220055460919037,0.026,40 cm
20.0,10.299591911729985,0.0269,40 cm
21.0,10.945033883172858,0.0271,40 cm
22.0,12.665429965119495,0.0262,40 cm
23.0,14.219121210161367,0.0251,40 cm
24.0,14.960309408226392,0.0255,40 cm
25.0,15.247491145763567,0.0255,40 cm
26.0,15.90817580398331,0.0255,40 cm
27.0,16.656188051298912,0.0256,40 cm
28.0,18.358324142829414,0.025,40 cm
29.0,17.602615214307647,0.0259,40 cm
30.0,19.374894880436106,0.0251,40 cm
31.0,19.496903153491495,0.0257,40 cm
32.0,19.433521144287482,0.0261,40 cm
33.0,21.714624071335198,0.0251,40 cm
34.0,21.441724119330416,0.0257,40 cm
35.0,21.900653469656977,0.0258,40 cm
36.0,22.597237592304044,0.0257,40 cm
37.0,22.45390633153264,0.0261,40 cm
38.0,23.695858151198244,0.0262,40 cm
39.0,24.220104687665238,0.0263,40 cm
40.0,24.110302139062668,0.0264,40 cm
41.0,24.158925987143878,0.0267,40 cm
42.0,25.44026093226441,0.0268,40 cm
43.0,25.95435996756364,0.0268,40 cm
44.0,25.9684867757955,0.0273,40 cm
46.0,24.841534646469412,0.0199,40 cm
48.0,26.108554205069726,0.02,40 cm
50.0,25.992605517437777,0.0204,40 cm
52.0,25.89907011711276,0.021,40 cm
54.0,26.371498426096014,0.0214,40 cm
56.0,28.739282508627205,0.0209,40 cm
58.0,24.477078793831474,0.023,40 cm
60.0,13.276324467557082,0.0317,40 cm
62.0,23.038733819272643,0.0244,40 cm
64.0,69.90522817689073,0.0143,40 cm
66.0,57.11716807449626,0.0161,40 cm
68.0,4.745927541250234,0.0558,40 cm
70.0,0.156486562478017,0.2953,40 cm
