Energy,Value,Error,Offset
4.0,0.6269051661594163,0.0033,on-axis
5.0,60.795841601074784,0.0036,on-axis
6.0,68.02048105598017,0.0039,on-axis
7.0,76.64189358904707,0.0041,on-axis
8.0,67.51760633060525,0.0047,on-axis
9.0,74.62195171842349,0.0048,on-axis
10.0,76.47921946556501,0.0051,on-axis
11.0,81.17579901626542,0.0052,on-axis
12.0,72.1141328535445,0.0057,on-axis
13.0,81.86467187899039,0.0057,on-axis
14.0,90.4817633667128,0.0057,on-axis
15.0,94.78211094948806,0.0058,on-axis
16.0,97.08341451834822,0.006,on-axis
17.0,105.12857332616348,0.0061,on-axis
18.0,110.6951641050942,0.0061,on-axis
19.0,113.87047189319324,0.0063,on-axis
20.0,118.49229168394324,0.0064,on-axis
21.0,130.29039988315333,0.0063,on-axis
22.0,144.07260850043411,0.0062,on-axis
23.0,158.00250864761733,0.0061,on-axis
24.0,167.84339091298796,0.0061,on-axis
25.0,177.8580416103248,0.006,on-axis
26.0,188.44608896107354,0.006,on-axis
27.0,197.16760287250267,0.006,on-axis
28.0,199.7063644231454,0.0061,on-axis
29.0,207.7436824607175,0.0061,on-axis
30.0,209.98950337446198,0.0061,on-axis
31.0,212.89227568211805,0.0062,on-axis
32.0,219.76554537342273,0.0062,on-axis
33.0,231.24655310466235,0.0062,on-axis
34.0,213.13730124870244,0.0065,on-axis
35.0,180.4171918044463,0.0072,on-axis
36.0,158.3820058308699,0.0077,on-axis
37.0,167.75263075337506,0.0075,on-axis
38.0,321.24083647517,0.0056,on-axis
39.0,1193.2596571554132,0.003,on-axis
40.0,2924.0406612585616,0.002,on-axis
41.0,3560.49809141227,0.0018,on-axis
42.0,1957.7632127985376,0.0025,on-axis
43.0,424.8252735902351,0.0055,on-axis
44.0,25.91337470308409,0.0226,on-axis
4.0,0.24189434929188514,0.0053,20 cm
5.0,23.800642988430372,0.0058,20 cm
6.0,25.201572873758796,0.0063,20 cm
7.0,24.109397403661774,0.0071,20 cm
8.0,20.382323186376873,0.0082,20 cm
9.0,21.050654588606065,0.0087,20 cm
10.0,19.76043859505682,0.0095,20 cm
11.0,20.96680547768015,0.0099,20 cm
12.0,19.45159424613771,0.0107,20 cm
13.0,21.040392672233466,0.0108,20 cm
14.0,22.760304336775594,0.011,20 cm
15.0,23.765063906784928,0.0112,20 cm
16.0,23.24100356750828,0.012,20 cm
17.0,24.358749889960844,0.0122,20 cm
18.0,25.492484869858483,0.0125,20 cm
19.0,25.378777894664324,0.0129,20 cm
20.0,26.409884882121947,0.0132,20 cm
21.0,28.503080972850693,0.0134,20 cm
22.0,32.04814056171011,0.013,20 cm
23.0,34.55476028767937,0.0128,20 cm
24.0,37.40329938931428,0.0126,20 cm
25.0,39.9101028537842,0.0126,20 cm
26.0,41.74375905918541,0.0125,20 cm
27.0,43.21054127407651,0.0126,20 cm
28.0,44.19450411602889,0.0127,20 cm
29.0,45.35680072907432,0.0128,20 cm
30.0,46.586658189245114,0.0128,20 cm
31.0,50.80509306173932,0.0126,20 cm
32.0,55.468100850964966,0.0123,20 cm
33.0,57.439867611350564,0.0123,20 cm
34.0,46.28384770624549,0.0138,20 cm
35.0,36.437038601048265,0.0158,20 cm
36.0,33.42040083143402,0.0166,20 cm
37.0,43.28081744441443,0.0148,20 cm
38.0,93.17710280486192,0.0103,20 cm
39.0,248.84731318019033,0.0065,20 cm
40.0,420.57353490504784,0.0051,20 cm
41.0,376.4303986053097,0.0055,20 cm
42.0,137.0010554461778,0.0092,20 cm
43.0,16.330169027091188,0.027,20 cm
44.0,1.3082483811116954,0.0982,20 cm
4.0,0.05808707031246771,0.0106,40 cm
5.0,5.8644759944567,0.0114,40 cm
6.0,6.296183622967303,0.0124,40 cm
7.0,5.87855986762739,0.014,40 cm
8.0,4.647528852971991,0.0169,40 cm
9.0,4.799426308294195,0.0176,40 cm
10.0,4.462354773650693,0.0195,40 cm
11.0,4.6856589812008185,0.0204,40 cm
12.0,4.202944633821688,0.0225,40 cm
13.0,4.762257688166972,0.0225,40 cm
14.0,5.055461499106536,0.023,40 cm
15.0,5.000270210020848,0.0242,40 cm
16.0,4.866597412892318,0.0256,40 cm
17.0,5.242523424926998,0.026,40 cm
18.0,5.024527111689672,0.0276,40 cm
19.0,5.139934945256387,0.0284,40 cm
20.0,5.251934063049458,0.0291,40 cm
21.0,5.827793466990294,0.0291,40 cm
22.0,6.4771474361671,0.0281,40 cm
23.0,7.154721918916126,0.0277,40 cm
24.0,7.3030266896105385,0.028,40 cm
25.0,7.956397128975204,0.0275,40 cm
26.0,7.979406156560847,0.028,40 cm
27.0,8.488929935786718,0.0279,40 cm
28.0,8.478058093378653,0.0286,40 cm
29.0,8.803516130527035,0.0283,40 cm
30.0,9.288630886647184,0.0282,40 cm
31.0,10.06242094631433,0.0277,40 cm
32.0,10.996293345345471,0.0272,40 cm
33.0,9.814225592144853,0.0291,40 cm
34.0,7.519488061351717,0.0336,40 cm
35.0,6.279974762808343,0.0369,40 cm
36.0,6.428411874223525,0.0376,40 cm
37.0,10.904897312893263,0.0296,40 cm
38.0,21.7836214810156,0.0212,40 cm
39.0,39.228909294729704,0.016,40 cm
40.0,46.16710896635661,0.0151,40 cm
41.0,27.762675880935955,0.0194,40 cm
42.0,7.094081713618837,0.0388,40 cm
43.0,0.4810693034944498,0.1452,40 cm
44.0,0.03251916776563052,0.5176,40 cm
