Energy,Value,Error,Offset
5 - 10,79.53996592011033,0.004179222736937097,20 cm
10 - 20,215.61282974010655,0.003766510829355051,20 cm
20 - 30,314.8016544295838,0.004289640787302418,20 cm
30 - 40,422.3602360863953,0.004564388858736089,20 cm
40 - 50,678.9615310033139,0.0038753339691642574,20 cm
5 - 10,7.082270997459059,0.013618709576504094,40 cm
10 - 20,19.589982897054657,0.012275943171126607,40 cm
20 - 30,28.020562502471464,0.013979071519579184,40 cm
30 - 40,38.508344330002544,0.014841196682937926,40 cm
40 - 50,30.465095722851455,0.01783145418372434,40 cm
