Energy,Value,Error,Offset
6.0,4.631469273280678,0.0017,on-axis
7.0,709.033525654766,0.0017,on-axis
8.0,671.601622939493,0.0019,on-axis
9.0,725.5518549319074,0.002,on-axis
10.0,748.820366979093,0.0021,on-axis
11.0,810.4727129734653,0.0021,on-axis
12.0,777.0535571234356,0.0023,on-axis
13.0,844.3280089379585,0.0023,on-axis
14.0,919.5191558966129,0.0023,on-axis
15.0,971.661253622105,0.0024,on-axis
16.0,1009.2391156772526,0.0024,on-axis
17.0,1077.614969670451,0.0024,on-axis
18.0,1151.0256422479329,0.0025,on-axis
19.0,1214.9024576580564,0.0025,on-axis
20.0,1283.0176105041314,0.0025,on-axis
21.0,1398.9643437757377,0.0025,on-axis
22.0,1568.8859731435045,0.0024,on-axis
23.0,1732.0190594763146,0.0024,on-axis
24.0,1878.6354409425603,0.0023,on-axis
25.0,2026.9440768981497,0.0023,on-axis
26.0,2179.605956319741,0.0023,on-axis
27.0,2351.468700545858,0.0022,on-axis
28.0,2510.872014996497,0.0022,on-axis
29.0,2682.515234715325,0.0022,on-axis
30.0,2831.8792283737057,0.0022,on-axis
31.0,2967.7683995220655,0.0022,on-axis
32.0,3138.273544721773,0.0021,on-axis
33.0,3310.9687424837293,0.0021,on-axis
34.0,3429.475308252392,0.0021,on-axis
35.0,3574.467208202473,0.0021,on-axis
36.0,3739.0742263552993,0.0021,on-axis
37.0,3912.6282343265298,0.0021,on-axis
38.0,4043.385366416859,0.0021,on-axis
39.0,4126.813963589284,0.0021,on-axis
40.0,4196.374349071844,0.0021,on-axis
41.0,4381.067398359601,0.0021,on-axis
42.0,4570.132348868845,0.0021,on-axis
43.0,4639.170948962096,0.0021,on-axis
44.0,4831.33221472523,0.0021,on-axis
46.0,5060.699216179144,0.0015,on-axis
48.0,5453.902794229474,0.0015,on-axis
50.0,5640.415239528589,0.0015,on-axis
52.0,5753.439493007309,0.0015,on-axis
54.0,5675.361382586522,0.0015,on-axis
56.0,5461.998007533351,0.0016,on-axis
58.0,4810.676854216887,0.0017,on-axis
60.0,3609.3923124992334,0.002,on-axis
62.0,3239.2977715489637,0.0021,on-axis
64.0,27461.125850303266,0.0008,on-axis
66.0,87447.3498208695,0.0004,on-axis
68.0,28576.56024705582,0.0008,on-axis
70.0,748.0870173557137,0.005,on-axis
6.0,0.8178869630687756,0.004,20 cm
7.0,106.77020703667127,0.0045,20 cm
8.0,92.22700189032821,0.0051,20 cm
9.0,93.92099582381972,0.0054,20 cm
10.0,88.9386307716304,0.0059,20 cm
11.0,93.83320877539859,0.0062,20 cm
12.0,88.17134339701767,0.0066,20 cm
13.0,91.69917177135544,0.0069,20 cm
14.0,96.59743468827976,0.007,20 cm
15.0,99.9187285791373,0.0072,20 cm
16.0,98.10683431222925,0.0076,20 cm
17.0,102.18290546631732,0.0078,20 cm
18.0,105.9264873401435,0.0079,20 cm
19.0,107.08059086407842,0.0081,20 cm
20.0,108.92671384655857,0.0083,20 cm
21.0,114.13447965991593,0.0085,20 cm
22.0,125.53155712226028,0.0083,20 cm
23.0,133.4900948088254,0.0083,20 cm
24.0,142.34503960459983,0.0082,20 cm
25.0,150.38731135378197,0.0082,20 cm
26.0,155.36586436318262,0.0082,20 cm
27.0,161.22143937820078,0.0083,20 cm
28.0,167.65837158303162,0.0083,20 cm
29.0,172.37140217386013,0.0083,20 cm
30.0,175.6367984852811,0.0084,20 cm
31.0,185.52524766113083,0.0084,20 cm
32.0,186.17676672701546,0.0085,20 cm
33.0,189.92671351558838,0.0086,20 cm
34.0,193.69601506581984,0.0086,20 cm
35.0,197.13403125578787,0.0087,20 cm
36.0,199.77049371423942,0.0088,20 cm
37.0,199.97573494473534,0.0089,20 cm
38.0,200.49574250332293,0.009,20 cm
39.0,201.82721195711255,0.0091,20 cm
40.0,202.23709742870267,0.0092,20 cm
41.0,203.68440081391762,0.0093,20 cm
42.0,205.42792423366168,0.0094,20 cm
43.0,205.19115749369044,0.0096,20 cm
44.0,202.788068650842,0.0097,20 cm
46.0,204.33205512439207,0.007,20 cm
48.0,203.61039728247536,0.0072,20 cm
50.0,201.23539029735394,0.0074,20 cm
52.0,193.37333236036477,0.0077,20 cm
54.0,190.33485886144902,0.008,20 cm
56.0,208.20705252236476,0.0078,20 cm
58.0,189.8107576410049,0.0083,20 cm
60.0,101.36173213761698,0.0115,20 cm
62.0,127.98269824921267,0.0105,20 cm
64.0,527.4767435838227,0.0052,20 cm
66.0,703.0137775242066,0.0045,20 cm
68.0,99.81923687303482,0.0121,20 cm
70.0,2.2729250949498843,0.0814,20 cm
6.0,0.12821903272792987,0.0098,40 cm
7.0,16.598823974485928,0.011,40 cm
8.0,13.72314003458894,0.0129,40 cm
9.0,14.086069277754111,0.0137,40 cm
10.0,13.436817304479838,0.0149,40 cm
11.0,14.074677046607858,0.0155,40 cm
12.0,12.402516054062882,0.0173,40 cm
13.0,13.148355803909833,0.0176,40 cm
14.0,14.261623537717062,0.0179,40 cm
15.0,14.210511591555179,0.0187,40 cm
16.0,13.54857509263509,0.0201,40 cm
17.0,14.34976374177008,0.0205,40 cm
18.0,15.50440154762693,0.0205,40 cm
19.0,15.003175324010178,0.0216,40 cm
20.0,15.151883092707605,0.0221,40 cm
21.0,15.577135534136227,0.0227,40 cm
22.0,17.145652019122245,0.0223,40 cm
23.0,18.030781090464327,0.0224,40 cm
24.0,18.707570800932217,0.0223,40 cm
25.0,19.466050332394005,0.0225,40 cm
26.0,21.01336089374622,0.0223,40 cm
27.0,21.592340171775163,0.0224,40 cm
28.0,21.052009759079862,0.023,40 cm
29.0,21.54170900569037,0.0233,40 cm
30.0,21.97990838674562,0.0236,40 cm
31.0,21.41563874226346,0.0242,40 cm
32.0,22.62388816331842,0.0242,40 cm
33.0,22.603493933574757,0.0244,40 cm
34.0,21.924054798794437,0.0252,40 cm
35.0,22.795451813973493,0.0251,40 cm
36.0,22.67856271408525,0.0257,40 cm
37.0,21.228167011169003,0.0269,40 cm
38.0,21.93597495169864,0.027,40 cm
39.0,22.52131070494849,0.0269,40 cm
40.0,22.060598624753638,0.0277,40 cm
41.0,22.140549040694953,0.0279,40 cm
42.0,21.547583301002046,0.0287,40 cm
43.0,21.305924446068303,0.0294,40 cm
44.0,20.729968994652314,0.0302,40 cm
46.0,20.776521482771805,0.0216,40 cm
