Cells,Energy,Value,Error
PF_coil_1,1e-07,3.06732e-11,0.0051
PF_coil_1,4.14e-07,1.04105e-10,0.0034
PF_coil_1,5.316e-07,3.20413e-11,0.0046
PF_coil_1,6.826e-07,3.71175e-11,0.0043
PF_coil_1,8.764e-07,4.23631e-11,0.004
PF_coil_1,1.125e-06,4.78348e-11,0.0038
PF_coil_1,1.445e-06,5.38644e-11,0.0036
PF_coil_1,1.855e-06,5.95e-11,0.0035
PF_coil_1,2.382e-06,6.52999e-11,0.0033
PF_coil_1,3.059e-06,7.02195e-11,0.0033
PF_coil_1,3.928e-06,7.54288e-11,0.0032
PF_coil_1,5.043e-06,8.09347e-11,0.0031
PF_coil_1,6.476e-06,8.65284e-11,0.003
PF_coil_1,8.315e-06,9.09045e-11,0.003
PF_coil_1,1.068e-05,9.56044e-11,0.003
PF_coil_1,1.371e-05,9.85897e-11,0.003
PF_coil_1,1.76e-05,1.0215e-10,0.003
PF_coil_1,2.26e-05,1.05361e-10,0.0029
PF_coil_1,2.902e-05,1.07779e-10,0.0029
PF_coil_1,3.727e-05,1.08666e-10,0.0029
PF_coil_1,4.785e-05,1.05998e-10,0.0029
PF_coil_1,6.144e-05,1.24107e-10,0.0029
PF_coil_1,7.889e-05,1.26171e-10,0.0029
PF_coil_1,0.0001013,1.27935e-10,0.0029
PF_coil_1,0.0001301,1.2784e-10,0.0029
PF_coil_1,0.000167,1.27236e-10,0.0029
PF_coil_1,0.0002145,1.35717e-10,0.0029
PF_coil_1,0.0002754,1.44381e-10,0.0027
PF_coil_1,0.0003536,9.96908e-11,0.0028
PF_coil_1,0.000454,1.14219e-10,0.0029
PF_coil_1,0.0005829,1.33654e-10,0.0029
PF_coil_1,0.0007485,1.56724e-10,0.0028
PF_coil_1,0.0009611,1.69162e-10,0.0028
PF_coil_1,0.001234,1.61062e-10,0.0028
PF_coil_1,0.001585,2.02627e-10,0.0027
PF_coil_1,0.002035,2.05811e-10,0.0026
PF_coil_1,0.002249,3.94321e-11,0.0032
PF_coil_1,0.002485,5.04355e-11,0.0031
PF_coil_1,0.002613,1.85009e-11,0.004
PF_coil_1,0.002747,2.34705e-11,0.0041
PF_coil_1,0.003035,6.99568e-11,0.0032
PF_coil_1,0.003355,7.74117e-11,0.0032
PF_coil_1,0.003707,7.94352e-11,0.0032
PF_coil_1,0.004307,9.88519e-11,0.0029
PF_coil_1,0.005531,1.71781e-10,0.0026
PF_coil_1,0.007102,1.80158e-10,0.0026
PF_coil_1,0.009119,1.33724e-10,0.0027
PF_coil_1,0.01059,1.04047e-10,0.003
PF_coil_1,0.01171,7.98131e-11,0.0033
PF_coil_1,0.01503,1.98613e-10,0.0027
PF_coil_1,0.0193,1.82666e-10,0.0028
PF_coil_1,0.02187,1.26646e-10,0.0032
PF_coil_1,0.02358,9.6971e-11,0.0035
PF_coil_1,0.02418,3.99725e-11,0.0048
PF_coil_1,0.02479,5.14817e-11,0.0046
PF_coil_1,0.02606,5.90311e-11,0.0037
PF_coil_1,0.027,3.15643e-11,0.0043
PF_coil_1,0.0285,1.56656e-11,0.0039
PF_coil_1,0.03183,5.56529e-11,0.0034
PF_coil_1,0.03431,5.86798e-11,0.0037
PF_coil_1,0.04087,1.58592e-10,0.003
PF_coil_1,0.04631,1.37528e-10,0.0032
PF_coil_1,0.05248,1.41305e-10,0.0032
PF_coil_1,0.05656,7.13374e-11,0.0036
PF_coil_1,0.06738,2.07031e-10,0.0029
PF_coil_1,0.07202,1.0214e-10,0.0036
PF_coil_1,0.0795,1.16944e-10,0.0033
PF_coil_1,0.0825,6.35057e-11,0.0042
PF_coil_1,0.08652,3.51257e-11,0.0043
PF_coil_1,0.09804,1.42012e-10,0.0031
PF_coil_1,0.1111,1.49702e-10,0.0032
PF_coil_1,0.1168,8.00837e-11,0.004
PF_coil_1,0.1228,9.07547e-11,0.0039
PF_coil_1,0.1291,9.29759e-11,0.0038
PF_coil_1,0.1357,1.04934e-10,0.0038
PF_coil_1,0.1426,5.65142e-11,0.0041
PF_coil_1,0.15,5.00564e-11,0.0041
PF_coil_1,0.1576,6.96477e-11,0.004
PF_coil_1,0.1657,7.56061e-11,0.004
PF_coil_1,0.1742,6.99282e-11,0.0041
PF_coil_1,0.1832,8.78444e-11,0.0039
PF_coil_1,0.1925,6.07564e-11,0.0043
PF_coil_1,0.2024,5.84452e-11,0.0042
PF_coil_1,0.2128,6.92868e-11,0.0041
PF_coil_1,0.2237,7.52074e-11,0.0041
PF_coil_1,0.2352,7.7181e-11,0.0041
PF_coil_1,0.2472,7.83119e-11,0.0041
PF_coil_1,0.2732,1.85957e-10,0.0033
PF_coil_1,0.2872,7.3083e-11,0.0042
PF_coil_1,0.2945,4.18785e-11,0.0052
PF_coil_1,0.2972,1.88791e-11,0.0079
PF_coil_1,0.2985,8.80734e-12,0.0112
PF_coil_1,0.302,2.50055e-11,0.007
PF_coil_1,0.3337,1.59862e-10,0.0035
PF_coil_1,0.3688,1.57162e-10,0.0036
PF_coil_1,0.3877,7.23792e-11,0.0046
PF_coil_1,0.4076,5.10499e-11,0.0049
PF_coil_1,0.4505,1.07774e-10,0.0039
PF_coil_1,0.4979,1.30124e-10,0.0039
PF_coil_1,0.5234,7.16551e-11,0.0048
PF_coil_1,0.5502,7.23688e-11,0.0048
PF_coil_1,0.5784,7.68133e-11,0.0048
PF_coil_1,0.6081,8.3446e-11,0.0049
PF_coil_1,0.6393,6.82927e-11,0.0053
PF_coil_1,0.6721,6.15863e-11,0.0056
PF_coil_1,0.7065,5.43752e-11,0.006
PF_coil_1,0.7427,4.34593e-11,0.0066
PF_coil_1,0.7808,3.38424e-11,0.007
PF_coil_1,0.8209,3.43934e-11,0.0071
PF_coil_1,0.8629,3.42528e-11,0.0076
PF_coil_1,0.9072,2.91767e-11,0.0081
PF_coil_1,0.9617,3.33219e-11,0.0081
PF_coil_1,1.003,1.70993e-11,0.01
PF_coil_1,1.108,4.22203e-11,0.0076
PF_coil_1,1.165,2.10152e-11,0.0101
PF_coil_1,1.225,1.89083e-11,0.0107
PF_coil_1,1.287,1.28336e-11,0.0122
PF_coil_1,1.353,1.26001e-11,0.0126
PF_coil_1,1.423,1.11748e-11,0.0134
PF_coil_1,1.496,8.31407e-12,0.0151
PF_coil_1,1.572,7.81782e-12,0.0157
PF_coil_1,1.653,7.88895e-12,0.0159
PF_coil_1,1.738,7.67213e-12,0.0163
PF_coil_1,1.827,6.57945e-12,0.0177
PF_coil_1,1.921,5.16284e-12,0.0194
PF_coil_1,2.019,4.56641e-12,0.0202
PF_coil_1,2.122,4.3514e-12,0.0214
PF_coil_1,2.231,4.11978e-12,0.0216
PF_coil_1,2.307,2.64811e-12,0.0267
PF_coil_1,2.346,1.17436e-12,0.0369
PF_coil_1,2.365,6.83971e-13,0.0478
PF_coil_1,2.385,6.35603e-13,0.048
PF_coil_1,2.466,2.13758e-12,0.0289
PF_coil_1,2.592,2.7644e-12,0.0257
PF_coil_1,2.725,2.78513e-12,0.0266
PF_coil_1,2.865,2.21893e-12,0.0287
PF_coil_1,3.012,2.11627e-12,0.0304
PF_coil_1,3.166,1.81664e-12,0.0322
PF_coil_1,3.329,1.66401e-12,0.0327
PF_coil_1,3.679,2.81586e-12,0.0268
PF_coil_1,4.066,2.14569e-12,0.0299
PF_coil_1,4.493,2.06495e-12,0.0323
PF_coil_1,4.724,9.16126e-13,0.0452
PF_coil_1,4.966,8.00965e-13,0.0484
PF_coil_1,5.22,8.42011e-13,0.0461
PF_coil_1,5.488,8.50409e-13,0.0475
PF_coil_1,5.77,7.19149e-13,0.0523
PF_coil_1,6.065,6.57045e-13,0.0555
PF_coil_1,6.376,6.47747e-13,0.0536
PF_coil_1,6.592,4.26107e-13,0.0697
PF_coil_1,6.703,2.08476e-13,0.09
PF_coil_1,7.047,5.75582e-13,0.0585
PF_coil_1,7.408,5.12389e-13,0.0619
PF_coil_1,7.788,5.50787e-13,0.0608
PF_coil_1,8.187,5.17565e-13,0.0619
PF_coil_1,8.607,5.89387e-13,0.0631
PF_coil_1,9.048,5.56093e-13,0.0576
PF_coil_1,9.512,6.61327e-13,0.0551
PF_coil_1,10.0,5.20055e-13,0.0638
PF_coil_1,10.51,5.69377e-13,0.0611
PF_coil_1,11.05,6.32879e-13,0.0571
PF_coil_1,11.62,5.75737e-13,0.0574
PF_coil_1,12.21,9.4713e-13,0.0452
PF_coil_1,12.52,7.19637e-13,0.0527
PF_coil_1,12.84,8.70016e-13,0.051
PF_coil_1,13.5,3.48281e-12,0.0267
PF_coil_1,13.84,2.01517e-12,0.0339
PF_coil_1,14.19,9.37909e-13,0.0485
PF_coil_1,14.55,0.0,0.0
PF_coil_1,14.92,0.0,0.0
PF_coil_1,15.68,0.0,0.0
PF_coil_1,16.49,0.0,0.0
PF_coil_1,16.9,0.0,0.0
PF_coil_1,17.33,0.0,0.0
PF_coil_1,19.64,0.0,0.0
PF_coil_2,1e-07,1.62367e-11,0.007
PF_coil_2,4.14e-07,5.57018e-11,0.0047
PF_coil_2,5.316e-07,1.70236e-11,0.0062
PF_coil_2,6.826e-07,1.9721e-11,0.0058
PF_coil_2,8.764e-07,2.28184e-11,0.0055
PF_coil_2,1.125e-06,2.58331e-11,0.0052
PF_coil_2,1.445e-06,2.87304e-11,0.0049
PF_coil_2,1.855e-06,3.1726e-11,0.0047
PF_coil_2,2.382e-06,3.46645e-11,0.0046
PF_coil_2,3.059e-06,3.75018e-11,0.0044
PF_coil_2,3.928e-06,4.03161e-11,0.0043
PF_coil_2,5.043e-06,4.305e-11,0.0042
PF_coil_2,6.476e-06,4.57677e-11,0.0042
PF_coil_2,8.315e-06,4.81488e-11,0.0041
PF_coil_2,1.068e-05,5.03498e-11,0.0041
PF_coil_2,1.371e-05,5.16569e-11,0.0041
PF_coil_2,1.76e-05,5.34471e-11,0.004
PF_coil_2,2.26e-05,5.49989e-11,0.004
PF_coil_2,2.902e-05,5.61069e-11,0.0041
PF_coil_2,3.727e-05,5.63645e-11,0.0041
PF_coil_2,4.785e-05,5.48296e-11,0.004
PF_coil_2,6.144e-05,6.38986e-11,0.004
PF_coil_2,7.889e-05,6.46116e-11,0.004
PF_coil_2,0.0001013,6.54241e-11,0.004
PF_coil_2,0.0001301,6.52998e-11,0.004
PF_coil_2,0.000167,6.44335e-11,0.004
PF_coil_2,0.0002145,6.8404e-11,0.004
PF_coil_2,0.0002754,7.23166e-11,0.0038
PF_coil_2,0.0003536,4.97072e-11,0.0039
PF_coil_2,0.000454,5.71766e-11,0.0041
PF_coil_2,0.0005829,6.70591e-11,0.004
PF_coil_2,0.0007485,7.82772e-11,0.004
PF_coil_2,0.0009611,8.4652e-11,0.004
PF_coil_2,0.001234,7.98909e-11,0.0039
PF_coil_2,0.001585,9.99145e-11,0.0038
PF_coil_2,0.002035,1.00566e-10,0.0036
PF_coil_2,0.002249,1.91343e-11,0.0045
PF_coil_2,0.002485,2.4504e-11,0.0044
PF_coil_2,0.002613,8.9332e-12,0.0057
PF_coil_2,0.002747,1.13013e-11,0.0058
PF_coil_2,0.003035,3.37941e-11,0.0046
PF_coil_2,0.003355,3.77205e-11,0.0046
PF_coil_2,0.003707,3.80783e-11,0.0045
PF_coil_2,0.004307,4.79483e-11,0.0042
PF_coil_2,0.005531,8.2755e-11,0.0038
PF_coil_2,0.007102,8.72463e-11,0.0037
PF_coil_2,0.009119,6.42561e-11,0.0039
PF_coil_2,0.01059,5.04744e-11,0.0043
PF_coil_2,0.01171,3.85943e-11,0.0048
PF_coil_2,0.01503,9.54057e-11,0.0039
PF_coil_2,0.0193,8.81508e-11,0.0041
PF_coil_2,0.02187,6.0854e-11,0.0046
PF_coil_2,0.02358,4.69108e-11,0.0051
PF_coil_2,0.02418,1.93217e-11,0.007
PF_coil_2,0.02479,2.45224e-11,0.0067
PF_coil_2,0.02606,2.78499e-11,0.0053
PF_coil_2,0.027,1.48026e-11,0.0062
PF_coil_2,0.0285,7.32262e-12,0.0057
PF_coil_2,0.03183,2.60907e-11,0.0049
PF_coil_2,0.03431,2.77055e-11,0.0053
PF_coil_2,0.04087,7.46482e-11,0.0044
PF_coil_2,0.04631,6.47097e-11,0.0046
PF_coil_2,0.05248,6.63208e-11,0.0046
PF_coil_2,0.05656,3.34243e-11,0.0053
PF_coil_2,0.06738,9.7501e-11,0.0042
PF_coil_2,0.07202,4.75295e-11,0.0052
PF_coil_2,0.0795,5.46674e-11,0.0048
PF_coil_2,0.0825,2.97542e-11,0.0061
PF_coil_2,0.08652,1.64652e-11,0.0062
PF_coil_2,0.09804,6.57206e-11,0.0046
PF_coil_2,0.1111,6.85715e-11,0.0046
PF_coil_2,0.1168,3.70984e-11,0.0058
PF_coil_2,0.1228,4.19787e-11,0.0056
PF_coil_2,0.1291,4.30029e-11,0.0055
PF_coil_2,0.1357,4.81454e-11,0.0055
PF_coil_2,0.1426,2.55387e-11,0.006
PF_coil_2,0.15,2.25354e-11,0.0061
PF_coil_2,0.1576,3.14915e-11,0.006
PF_coil_2,0.1657,3.35626e-11,0.006
PF_coil_2,0.1742,3.09194e-11,0.0061
PF_coil_2,0.1832,3.89515e-11,0.0058
PF_coil_2,0.1925,2.67593e-11,0.0064
PF_coil_2,0.2024,2.5838e-11,0.0062
PF_coil_2,0.2128,3.0481e-11,0.0061
PF_coil_2,0.2237,3.28328e-11,0.0061
PF_coil_2,0.2352,3.38231e-11,0.0061
PF_coil_2,0.2472,3.41897e-11,0.0061
PF_coil_2,0.2732,8.12217e-11,0.005
PF_coil_2,0.2872,3.16641e-11,0.0064
PF_coil_2,0.2945,1.81102e-11,0.0079
PF_coil_2,0.2972,8.00525e-12,0.0121
PF_coil_2,0.2985,3.75602e-12,0.0169
PF_coil_2,0.302,1.09419e-11,0.0106
PF_coil_2,0.3337,6.84545e-11,0.0053
PF_coil_2,0.3688,6.62332e-11,0.0055
PF_coil_2,0.3877,3.01396e-11,0.007
PF_coil_2,0.4076,2.13777e-11,0.0075
PF_coil_2,0.4505,4.48876e-11,0.006
PF_coil_2,0.4979,5.47213e-11,0.006
PF_coil_2,0.5234,2.96227e-11,0.0074
PF_coil_2,0.5502,2.98771e-11,0.0074
PF_coil_2,0.5784,3.14118e-11,0.0075
PF_coil_2,0.6081,3.42435e-11,0.0077
PF_coil_2,0.6393,2.76333e-11,0.0082
PF_coil_2,0.6721,2.43139e-11,0.0088
PF_coil_2,0.7065,2.1528e-11,0.0095
PF_coil_2,0.7427,1.69027e-11,0.0104
PF_coil_2,0.7808,1.32613e-11,0.0112
PF_coil_2,0.8209,1.31471e-11,0.0114
PF_coil_2,0.8629,1.31668e-11,0.0122
PF_coil_2,0.9072,1.11338e-11,0.0131
PF_coil_2,0.9617,1.23325e-11,0.013
PF_coil_2,1.003,6.51887e-12,0.0159
PF_coil_2,1.108,1.59622e-11,0.0123
PF_coil_2,1.165,7.60578e-12,0.0163
PF_coil_2,1.225,7.09032e-12,0.0173
PF_coil_2,1.287,4.65074e-12,0.0197
PF_coil_2,1.353,4.48041e-12,0.0204
PF_coil_2,1.423,4.13868e-12,0.0222
PF_coil_2,1.496,3.11831e-12,0.0251
PF_coil_2,1.572,2.7496e-12,0.0259
PF_coil_2,1.653,2.73906e-12,0.0269
PF_coil_2,1.738,2.64289e-12,0.0282
PF_coil_2,1.827,2.30812e-12,0.03
PF_coil_2,1.921,1.66822e-12,0.0329
PF_coil_2,2.019,1.55065e-12,0.036
PF_coil_2,2.122,1.486e-12,0.0352
PF_coil_2,2.231,1.46645e-12,0.0345
PF_coil_2,2.307,9.33406e-13,0.0439
PF_coil_2,2.346,4.10567e-13,0.0614
PF_coil_2,2.365,2.15601e-13,0.0773
PF_coil_2,2.385,2.22914e-13,0.0829
PF_coil_2,2.466,6.75013e-13,0.0492
PF_coil_2,2.592,9.36621e-13,0.0432
PF_coil_2,2.725,9.54881e-13,0.0444
PF_coil_2,2.865,7.72108e-13,0.0487
PF_coil_2,3.012,6.65293e-13,0.0525
