Cells,Value,Error
Input 1,1.88551e-20,0.0126
924.0,3.48792e-21,0.0048
944.0,1.27502e-21,0.0048
Input 4,1.11263e-21,0.0042
Input 5,4.079e-22,0.0038
Input 6,1.0556e-22,0.0036
Input 7,4.33524e-23,0.004
Input 8,1.96598e-23,0.0024
Input 9,5.45084e-24,0.0029
1078.0,1.64092e-24,0.0091
