Cells,Value,Error
9.501,136.823,0.0126
15.801,145.936,0.0142
22.101,119.318,0.0161
28.401,74.1843,0.0215
9.502,123.604,0.0108
15.802,132.367,0.0138
22.102,105.732,0.0154
28.402,64.1929,0.0203
9.503,120.068,0.011
15.803,125.204,0.0131
22.103,99.3855,0.0149
28.403,60.3709,0.0196
9.504,117.705,0.0112
15.804,122.068,0.0127
22.104,95.6185,0.0146
28.404,57.9012,0.02
9.505,119.135,0.0115
15.805,121.269,0.0127
22.105,94.2825,0.0145
28.405,58.842,0.0204
9.506,117.102,0.011
15.806,121.783,0.0133
22.106,94.1253,0.0148
28.406,59.6003,0.0195
9.507,117.931,0.0113
15.807,121.386,0.013
22.107,96.0348,0.0147
28.407,61.3072,0.0203
9.508,119.791,0.0116
15.808,126.299,0.0132
22.108,99.7349,0.0154
28.408,63.2324,0.021
9.509,122.259,0.0119
15.809,133.259,0.0133
22.109,106.696,0.0158
28.409,66.4616,0.0207
9.51,129.925,0.0129
15.81,144.337,0.014
22.11,116.757,0.0162
28.41,71.1466,0.0207
9.511,139.672,0.0136
15.811,159.378,0.0143
22.111,131.37,0.0166
28.411,81.5808,0.0216
9.512,157.132,0.0146
15.812,193.104,0.0149
22.112,162.123,0.0169
28.412,96.3086,0.022
