User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,10640700000000.0,0.0003
0.0,3,71619900000000.0,0.0166
1.0,1,0.0,0.0
1.0,2,2696110000000.0,0.0006
1.0,3,22096600000000.0,0.0293
