User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,32965800000000.0,0.0003
0.0,3,0.0,0.0
1.0,1,0.0,0.0
1.0,2,4006180000000.0,0.0009
1.0,3,0.0,0.0
total,3,0.0,0.0
