User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,27925500000000.0,0.0003
0.0,3,0.0,0.0
1.0,1,0.0,0.0
1.0,2,3884090000000.0,0.001
1.0,3,0.0,0.0
total,3,0.0,0.0
