User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,38095200000000.0,0.0003
0.0,3,0.0,0.0
1.0,1,0.0,0.0
1.0,2,9554190000000.0,0.0026
1.0,3,0.0,0.0
total,3,0.0,0.0
