User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,22167400000000.0,0.0008
0.0,3,157930000000000.0,0.0288
1.0,1,0.0,0.0
1.0,2,6077960000000.0,0.0015
1.0,3,50616400000000.0,0.046
