User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,43126900000000.0,0.0003
0.0,3,0.0,0.0
1.0,1,0.0,0.0
1.0,2,9566520000000.0,0.0024
1.0,3,0.0,0.0
total,3,0.0,0.0
