User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,37286700000000.0,0.0001
0.0,3,517641000000000.0,0.0074
1.0,1,0.0,0.0
1.0,2,9504630000000.0,0.0009
1.0,3,121625000000000.0,0.0302
