User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,21261300000000.0,0.0009
0.0,3,0.0,0.0
1.0,1,0.0,0.0
1.0,2,6509860000000.0,0.0033
1.0,3,0.0,0.0
total,3,0.0,0.0
