User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,27360700000000.0,0.0001
0.0,3,15802300000000.0,0.0446
1.0,1,0.0,0.0
1.0,2,7365640000000.0,0.0011
1.0,3,4704650000000.0,0.1798
