User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,32414000000000.0,0.0001
0.0,3,0.0,0.0
1.0,1,0.0,0.0
1.0,2,3954290000000.0,0.0003
1.0,3,0.0,0.0
