User,Segments,Value,Error
0.0,1,1517450000000000.0,0.0045
0.0,2,32048300000000.0,0.0001
0.0,3,719148000000000.0,0.0062
1.0,1,420128000000000.0,0.0169
1.0,2,8511430000000.0,0.0009
1.0,3,188317000000000.0,0.0358
