User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,43800600000000.0,0.0003
0.0,3,0.0,0.0
1.0,1,0.0,0.0
1.0,2,9725260000000.0,0.0028
1.0,3,0.0,0.0
total,3,0.0,0.0
