User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,12535000000000.0,0.0002
0.0,3,20090500000000.0,0.0002
0.0,4,26244400000000.0,0.0002
0.0,5,26034200000000.0,0.0002
0.0,6,19664300000000.0,0.0002
0.0,7,12223600000000.0,0.0002
0.0,8,0.0,0.0
1.0,1,0.0,0.0
1.0,2,3032620000000.0,0.0005
1.0,3,3376660000000.0,0.0005
1.0,4,3679560000000.0,0.0004
1.0,5,3649120000000.0,0.0004
1.0,6,3282280000000.0,0.0005
1.0,7,2864130000000.0,0.0005
1.0,8,0.0,0.0
