User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,22896900000000.0,0.0002
0.0,3,0.0,0.0
1.0,1,0.0,0.0
1.0,2,6899730000000.0,0.0014
1.0,3,0.0,0.0
