User,Segments,Value,Error
0.0,1,0.0,0.0
0.0,2,18743700000000.0,0.0005
0.0,3,10851500000000.0,0.1348
1.0,1,0.0,0.0
1.0,2,3193950000000.0,0.0012
1.0,3,1340440000000.0,0.378
total,3,12191900000000.0,0.127
