Time,Value,Error
6.26952,0.0,0.0
6.30888,0.0,0.0
6.34824,0.0,0.0
6.3876,0.0,0.0
6.42696,0.0,0.0
6.46632,0.0,0.0
6.50568,0.0,0.0
6.54504,0.0,0.0
6.5844,0.0,0.0
6.62376,0.0,0.0
6.66312,5.953175813008088e-16,0.5932
6.70248,3.5317073170731457e-12,0.0486
6.74184,3.455792682926882e-10,0.0052
6.7812,7.650914634146286e-09,0.0021
6.82056,1.643844004065029e-08,0.0012
6.85992,9.592886178861936e-09,0.0029
6.89928,5.4412347560975215e-09,0.0044
6.93864,4.131910569105662e-09,0.006
6.978,3.2346544715447652e-09,0.0094
7.01736,2.642530487804859e-09,0.0077
7.05672,2.1997306910568947e-09,0.0068
7.09608,1.7834959349593768e-09,0.0096
7.13544,1.470442073170721e-09,0.0089
7.1748,1.3216793699186896e-09,0.0487
7.21416,1.1037068089431063e-09,0.0123
7.25352,9.641692073170661e-10,0.0141
7.29288,8.222154471544657e-10,0.0126
7.33224,7.585619918699304e-10,0.0195
7.3716,6.803353658536536e-10,0.0216
7.41096,6.189253048780443e-10,0.0249
7.45032,5.351117886178945e-10,0.0255
7.48968,5.370477642276384e-10,0.0318
7.52904,5.137601626016223e-10,0.0337
7.5684,4.82235772357731e-10,0.0413
7.60776,4.6275660569105355e-10,0.0378
7.80456,4.782865853658524e-10,0.0268
8.00136,5.064512195121961e-10,0.0339
8.19816,5.165091463414644e-10,0.0329
8.39496,5.225863821138221e-10,0.0288
8.59176,4.535447154471512e-10,0.0292
8.78856,4.030279471544723e-10,0.026
8.98536,3.6769105691056976e-10,0.0273
9.18216,3.3582672764227705e-10,0.0294
9.37896,3.005386178861794e-10,0.0249
9.57576,2.753501016260143e-10,0.0222
9.77256,2.6539075203252083e-10,0.0206
9.96936,2.742840447154477e-10,0.0345
10.1662,2.857412111359481e-10,0.0314
10.363,2.7527286585365904e-10,0.0247
10.5598,2.711941056910574e-10,0.0236
10.7566,2.7186636178861593e-10,0.0242
10.9534,2.6944817073170784e-10,0.023
11.1502,2.669430894308948e-10,0.0199
11.347,2.800487804878054e-10,0.021
11.5438,2.7320325203252085e-10,0.0181
11.7406,2.8602642276422556e-10,0.0201
11.9374,2.9629065040650464e-10,0.0191
12.1342,3.009588414634152e-10,0.0215
12.331,2.99940040650407e-10,0.0176
12.5278,2.9765701219512254e-10,0.0161
12.7246,3.142682926829245e-10,0.0186
12.9214,3.264893292682933e-10,0.0158
13.1182,3.2753302845528514e-10,0.0151
13.315,3.517947154471551e-10,0.0145
13.5118,3.5039532520325266e-10,0.0124
13.7086,3.8138821138211106e-10,0.0184
13.9054,3.9501422764227716e-10,0.0184
14.1022,3.938846544715454e-10,0.0185
14.299,3.966864837398381e-10,0.0177
14.4958,4.0871290650406576e-10,0.0145
14.6926,4.2781402439024085e-10,0.0164
14.8894,4.3801524390243986e-10,0.0147
15.0862,4.4984197154471627e-10,0.0185
15.283,4.4787652439024473e-10,0.0117
15.4798,4.6112754065040735e-10,0.0115
15.6766,4.826793699186957e-10,0.0127
15.8734,5.07696138211383e-10,0.0115
16.0702,5.487652439024401e-10,0.0112
16.267,5.766615853658547e-10,0.0112
16.4638,5.897306910569117e-10,0.01
16.6606,6.026270325203264e-10,0.0098
16.8574,6.232825203252044e-10,0.0113
17.0542,6.310873983739735e-10,0.0113
17.251,6.278912601626028e-10,0.0097
17.4478,6.444969512195134e-10,0.0116
17.6446,6.568800813008142e-10,0.0115
17.8414,6.833841463414646e-10,0.0091
18.0382,7.22235772357725e-10,0.0158
18.235,7.430538617886192e-10,0.0108
18.4318,7.787195121951234e-10,0.0124
18.6286,7.840193089430909e-10,0.0091
18.8254,8.025355691056925e-10,0.0107
19.0222,8.038719512194992e-10,0.0098
19.219,7.964227642276438e-10,0.0084
19.4158,7.75376016260164e-10,0.0081
19.6126,7.60990853658538e-10,0.0084
19.8094,7.537957317073185e-10,0.008
20.0062,7.451524390243916e-10,0.0083
20.203,7.397002032520338e-10,0.0096
20.3998,7.103506097560988e-10,0.0082
20.5966,7.143953252032534e-10,0.0084
20.7934,7.130436991869931e-10,0.0101
20.9902,6.93252032520314e-10,0.0085
21.187,6.819410569105704e-10,0.013
21.3838,6.834044715447167e-10,0.0107
21.5806,6.730436991869932e-10,0.0115
21.7774,6.756859756097574e-10,0.0108
21.9742,6.900711382113834e-10,0.0113
22.171,6.963668699187004e-10,0.0103
22.3678,7.036737804878062e-10,0.008
22.5646,6.989786585365866e-10,0.0087
22.7614,7.07906504065042e-10,0.0089
22.9582,7.105894308942974e-10,0.0115
23.155,6.856453252032533e-10,0.0087
23.3518,6.761534552845541e-10,0.0104
23.5486,6.384502032520337e-10,0.0085
23.7454,6.103912601626027e-10,0.0083
23.9422,5.812652439024401e-10,0.0088
24.139,5.608689024390254e-10,0.0122
24.3358,5.200508130081311e-10,0.0089
24.5326,4.972754065040659e-10,0.0096
24.7294,4.798943089430903e-10,0.0103
24.9262,4.475609756097488e-10,0.0112
25.123,4.374822154471553e-10,0.0125
25.3198,4.0420223577235843e-10,0.0106
25.5166,3.7917784552845596e-10,0.0112
25.7134,3.543592479674803e-10,0.013
25.9102,3.3365548780487863e-10,0.0125
26.107,2.9970579268292734e-10,0.0121
26.3038,2.7859603658536637e-10,0.0135
26.5006,2.560121951219517e-10,0.0157
26.6974,2.439781504065045e-10,0.0215
26.8942,2.2118343495934602e-10,0.0183
27.091,2.0496595528455322e-10,0.0201
27.2878,1.8957520325203287e-10,0.023
27.4846,1.7392073170731738e-10,0.0341
