Cells,Value,Error
100.0,7.08802e-17,0.0018
101.0,2.3218e-17,0.0022
102.0,1.02118e-17,0.0025
103.0,4.8059e-18,0.0033
104.0,2.39762e-18,0.004
105.0,1.22186e-18,0.006
106.0,6.46532e-19,0.007
107.0,3.51172e-19,0.0087
108.0,1.95331e-19,0.0125
109.0,1.16607e-19,0.0196
