Cells,Value,Error
1.91,1.86954e-20,0.005
7.41,3.49001e-21,0.0047
12.41,1.27288e-21,0.0048
14.01,1.10874e-21,0.0042
19.91,4.15172e-22,0.0038
25.41,1.05769e-22,0.0036
30.41,4.24649e-23,0.004
39.01,1.97073e-23,0.0024
49.61,5.59865e-24,0.0028
58.61,1.69792e-24,0.0088
