Value,Error,Energy
0.41376688685177243,0.002693698623345441,0.1 - 1
1.7650338741007474,0.005639716976901586,1 - 3.5
0.604038916785591,0.007972211290064361,3.5 - 10
0.005495779732370049,0.0286618897355108,10 - 20
