Value,Error,Energy
0.4054240730486288,0.0037929338063965733,0.1 - 1
2.1946441758454216,0.006170825294581676,1 - 3.5
0.4474775390203454,0.01608313271544651,3.5 - 10
0.0011529642655156464,0.06684796457294369,10 - 20
