Value,Error,Energy
0.3356081429127277,0.0029330624142843457,0.1 - 1
1.792444531379166,0.005159250148273464,1 - 3.5
0.5926117627141063,0.007474322357142954,3.5 - 10
0.0023741895128258474,0.04618640797677435,10 - 20
