Energy,Value,Error,Offset
5 - 10,2231.5032589371776,0.0010406234263487266,on-axis
10 - 20,10933.648216034228,0.0006936798551285319,on-axis
20 - 30,20887.162296060706,0.0006933911335835326,on-axis
30 - 40,33997.02726845822,0.0006671630770003219,on-axis
40 - 50,29842.34903941118,0.0007327333612938788,on-axis
50 - 60,23180.061981201055,0.0007308728343595287,on-axis
60 - 70,117909.55851031339,0.0003721601705644421,on-axis
5 - 10,299.75279477529676,0.0027974045687004824,20 cm
10 - 20,1126.7933760642995,0.0020746489584764606,20 cm
20 - 30,1550.4874556131042,0.0024175628186081538,20 cm
30 - 40,1912.4926322387937,0.002700606438901894,20 cm
40 - 50,1306.205271502676,0.0034163662921790454,20 cm
50 - 60,769.0673656196475,0.0038365671825207497,20 cm
60 - 70,1465.32686444167,0.0030257793430391567,20 cm
5 - 10,44.28172763814825,0.007008195719290721,40 cm
10 - 20,159.46086653181413,0.0053716086815476,40 cm
20 - 30,196.81751622526554,0.006673692224828125,40 cm
30 - 40,203.01156283232459,0.008164221083882667,40 cm
40 - 50,118.95761024016011,0.011212022303971893,40 cm
50 - 60,62.288998164120756,0.01325345592880886,40 cm
60 - 70,71.06877890134832,0.013409690189639011,40 cm
