Energy,Value,Error,Offset
5 - 10,386.346999987703,0.0024404813479049145,on-axis
10 - 20,1649.6230836222633,0.001729665787803391,on-axis
20 - 30,2821.8503429516627,0.0018284321996434425,on-axis
30 - 40,4708.02765321779,0.001764029272671677,on-axis
40 - 50,4503.949472194393,0.001869523545528181,on-axis
50 - 60,4011.948762817988,0.0017534890719947578,on-axis
60 - 70,22010.85560289526,0.0008370710654817677,on-axis
5 - 10,120.12903714922177,0.0043295396613818775,20 cm
10 - 20,452.6020066372582,0.003245155273942368,20 cm
20 - 30,688.3975362801528,0.003636574082110493,20 cm
30 - 40,1017.39972086517,0.0037460708642664516,20 cm
40 - 50,836.810556603694,0.004308323410246434,20 cm
50 - 60,618.8367931925594,0.004374277020579135,20 cm
60 - 70,1707.5823246253651,0.0029188890138390567,20 cm
5 - 10,27.346187979264123,0.008760261803861082,40 cm
10 - 20,103.44171524180915,0.006659361863669368,40 cm
20 - 30,148.6908738105019,0.00765719055278938,40 cm
30 - 40,198.36648473827427,0.008336424849014593,40 cm
40 - 50,142.5745054808855,0.01024172180611744,40 cm
50 - 60,88.65027378051806,0.01125024844092432,40 cm
60 - 70,141.57805262726865,0.009708671890340196,40 cm
