Energy,Value,Error,Offset
5 - 10,75.76077502703478,0.004285550151092975,on-axis
10 - 20,220.80690233098738,0.0037163343256959355,on-axis
20 - 30,322.45344869890624,0.004215406282789815,on-axis
30 - 40,411.33372335729706,0.004557697174171485,on-axis
40 - 50,642.5253789687708,0.00394161511637077,on-axis
5 - 10,6.680526932550442,0.014069681597355641,20 cm
10 - 20,20.809902464416552,0.01195961482985971,20 cm
20 - 30,28.78638389911191,0.013722329782183346,20 cm
30 - 40,35.41823670126418,0.015329699753956793,20 cm
40 - 50,26.78719242860698,0.018775639376851443,20 cm
