Energy,Value,Error,Offset
5.0,0.04853241249371757,0.0129,on-axis
6.0,4.931874298419852,0.0149,on-axis
7.0,4.718694726582556,0.0167,on-axis
8.0,4.338994663443634,0.0186,on-axis
9.0,4.345634302491845,0.0201,on-axis
10.0,4.274922129868514,0.0212,on-axis
11.0,4.49719013100162,0.0219,on-axis
12.0,4.39331054427009,0.0229,on-axis
13.0,4.638523743028651,0.0237,on-axis
14.0,4.657096800383399,0.0245,on-axis
15.0,5.164258166401817,0.0245,on-axis
16.0,5.397737566025521,0.025,on-axis
17.0,5.2739627963060265,0.0265,on-axis
18.0,5.7070512998037595,0.0261,on-axis
19.0,5.806993454139437,0.0267,on-axis
20.0,6.111403132571731,0.0269,on-axis
21.0,6.463003463258703,0.027,on-axis
22.0,6.627190378000606,0.0276,on-axis
23.0,6.972839367304892,0.0274,on-axis
24.0,7.033569361187579,0.0279,on-axis
25.0,7.382172369124997,0.0278,on-axis
26.0,7.0217999077092035,0.0292,on-axis
27.0,7.09119433518528,0.0294,on-axis
28.0,7.246083875046372,0.0304,on-axis
29.0,6.455556565508393,0.0323,on-axis
30.0,6.24602679032814,0.0332,on-axis
31.0,5.887741481318256,0.0348,on-axis
32.0,5.011481051080802,0.0382,on-axis
33.0,5.024883503178165,0.0393,on-axis
34.0,5.38160983197797,0.0389,on-axis
35.0,5.660329151712142,0.0385,on-axis
36.0,6.183158593391414,0.0376,on-axis
37.0,5.913250579661586,0.0383,on-axis
38.0,8.187002292552092,0.0334,on-axis
39.0,24.908291993284124,0.0196,on-axis
40.0,48.94065081656627,0.0141,on-axis
41.0,48.38491656674184,0.0143,on-axis
42.0,19.216599598541187,0.0228,on-axis
43.0,2.926278981683124,0.0575,on-axis
44.0,0.18694911124246982,0.2285,on-axis
46.0,0.0360710106251682,0.4504,on-axis
48.0,0.0,0.0,on-axis
5.0,0.004464002866117805,0.0416,20 cm
6.0,0.5083216797273037,0.0458,20 cm
7.0,0.48367350752880595,0.0508,20 cm
8.0,0.4260144291309745,0.0581,20 cm
9.0,0.44596575141127465,0.0616,20 cm
10.0,0.4072189636897716,0.0682,20 cm
11.0,0.41758183734109366,0.0711,20 cm
12.0,0.38952262534633225,0.0762,20 cm
13.0,0.41872271658647214,0.0794,20 cm
14.0,0.40656084796791797,0.0814,20 cm
15.0,0.4914580197812586,0.0791,20 cm
16.0,0.45965261485872994,0.0851,20 cm
17.0,0.4439994707348911,0.0889,20 cm
18.0,0.6055259002972905,0.0789,20 cm
19.0,0.546460485777602,0.0862,20 cm
20.0,0.536148054601749,0.0899,20 cm
21.0,0.5148127789194195,0.0938,20 cm
22.0,0.5385767751377859,0.0924,20 cm
23.0,0.6360085262074614,0.0918,20 cm
24.0,0.6141690980277335,0.0931,20 cm
25.0,0.592060733044479,0.0962,20 cm
26.0,0.47394599703868023,0.1126,20 cm
27.0,0.5167549155604539,0.1077,20 cm
28.0,0.4958720976059917,0.111,20 cm
29.0,0.4535281113846465,0.114,20 cm
30.0,0.4860839455859147,0.1192,20 cm
31.0,0.3660404042068924,0.1339,20 cm
32.0,0.33861545734814885,0.1437,20 cm
33.0,0.3915518539472705,0.135,20 cm
34.0,0.5373771414102105,0.1238,20 cm
35.0,0.49968716084206305,0.1223,20 cm
36.0,0.4785367532553949,0.1282,20 cm
37.0,0.43847262008851173,0.1443,20 cm
38.0,0.8226149972442097,0.1056,20 cm
39.0,1.8684731922443385,0.0696,20 cm
40.0,2.382710226629133,0.0634,20 cm
41.0,1.830312601981344,0.0739,20 cm
42.0,0.6247937658978954,0.1301,20 cm
43.0,0.003620845684421825,0.9203,20 cm
44.0,0.0,0.0,20 cm
46.0,0.0,0.0,20 cm
48.0,0.0,0.0,20 cm
