Energy,Value,Error,Offset
4.0,3.735075263270298,0.0013,on-axis
5.0,385.14175961547147,0.0014,on-axis
6.0,473.82329066896415,0.0014,on-axis
7.0,605.3057962803766,0.0015,on-axis
8.0,599.7226451848841,0.0016,on-axis
9.0,655.9509998145711,0.0016,on-axis
10.0,724.9936043220755,0.0017,on-axis
11.0,789.8453255943177,0.0017,on-axis
12.0,741.5513032013057,0.0018,on-axis
13.0,858.0369404807976,0.0018,on-axis
14.0,946.0021366470373,0.0018,on-axis
15.0,1018.2414282218506,0.0018,on-axis
16.0,1105.4390268398538,0.0018,on-axis
17.0,1221.213391222006,0.0018,on-axis
18.0,1303.7730579555737,0.0018,on-axis
19.0,1370.579035855489,0.0018,on-axis
20.0,1413.8514764144643,0.0018,on-axis
21.0,1488.443444211624,0.0019,on-axis
22.0,1562.3640492821455,0.0019,on-axis
23.0,1616.709796050996,0.0019,on-axis
24.0,1663.748625709549,0.0019,on-axis
25.0,1710.7909797339175,0.0019,on-axis
26.0,1746.2329084209944,0.0019,on-axis
27.0,1780.9675642074103,0.002,on-axis
28.0,1778.4929839310014,0.002,on-axis
29.0,1822.8439495586085,0.002,on-axis
30.0,1813.306381610168,0.0021,on-axis
31.0,1705.4956442396206,0.0022,on-axis
32.0,1629.3486897459243,0.0023,on-axis
33.0,1643.4440713018325,0.0023,on-axis
34.0,1579.3809064646778,0.0023,on-axis
35.0,1416.7950929937815,0.0025,on-axis
36.0,1298.5786719826851,0.0026,on-axis
37.0,1250.7877033902396,0.0027,on-axis
38.0,1979.3351935496662,0.0022,on-axis
39.0,7907.185906409697,0.0012,on-axis
40.0,20443.318012411222,0.0007,on-axis
41.0,25926.823160447537,0.0007,on-axis
42.0,14839.930887864159,0.0009,on-axis
43.0,3313.818600630976,0.002,on-axis
44.0,177.00196934219645,0.0086,on-axis
4.0,0.7242829251255865,0.003,20 cm
5.0,71.88377125634888,0.0033,20 cm
6.0,73.65009511834776,0.0036,20 cm
7.0,73.98864547844305,0.004,20 cm
8.0,67.07314155843825,0.0044,20 cm
9.0,66.9076828940849,0.0048,20 cm
10.0,68.35217116237654,0.005,20 cm
11.0,72.23813882352549,0.0052,20 cm
12.0,66.7566725290681,0.0056,20 cm
13.0,73.88193343133474,0.0057,20 cm
14.0,77.28561224316749,0.0058,20 cm
15.0,80.31322483871357,0.0059,20 cm
16.0,81.49675429947328,0.0062,20 cm
17.0,88.95313221629154,0.0061,20 cm
18.0,93.26955809039632,0.0062,20 cm
19.0,95.1273226025319,0.0064,20 cm
20.0,96.53347594694162,0.0065,20 cm
21.0,98.67091209781516,0.0067,20 cm
22.0,99.94171189643244,0.0068,20 cm
23.0,98.53939971491751,0.0071,20 cm
24.0,99.52134336370789,0.0072,20 cm
25.0,100.89070973630254,0.0073,20 cm
26.0,99.96478097369788,0.0075,20 cm
27.0,99.57968573320504,0.0077,20 cm
28.0,99.54975315391496,0.0079,20 cm
29.0,102.70346112324086,0.008,20 cm
30.0,103.62269059560354,0.0082,20 cm
31.0,105.48242418604522,0.0083,20 cm
32.0,114.21381639242612,0.0082,20 cm
33.0,115.83613475639922,0.0082,20 cm
34.0,95.91409689026412,0.0092,20 cm
35.0,75.5303912013398,0.0105,20 cm
36.0,76.19855081322812,0.0106,20 cm
37.0,105.09590542441306,0.0093,20 cm
38.0,211.3787225171889,0.0067,20 cm
39.0,455.6526802329383,0.0046,20 cm
40.0,649.7126453525173,0.0039,20 cm
41.0,491.67741791462595,0.0045,20 cm
42.0,152.89312642042447,0.0081,20 cm
43.0,14.118911054386437,0.0264,20 cm
44.0,1.0894747665086475,0.0968,20 cm
4.0,0.11278771149245466,0.0073,40 cm
5.0,11.222237816202284,0.0079,40 cm
6.0,10.980270436492784,0.0091,40 cm
7.0,11.152269986265786,0.0099,40 cm
8.0,9.613170167479106,0.0114,40 cm
9.0,9.614287776582941,0.0123,40 cm
10.0,9.624763068674989,0.013,40 cm
11.0,10.251559718027755,0.0134,40 cm
12.0,8.925166189388737,0.015,40 cm
13.0,9.758665376311974,0.0151,40 cm
14.0,10.298864991432225,0.0155,40 cm
15.0,10.21795418579338,0.0162,40 cm
16.0,10.70053958205696,0.0165,40 cm
17.0,11.640287046024817,0.0166,40 cm
18.0,12.126701100224635,0.0168,40 cm
19.0,11.935974974078931,0.0174,40 cm
20.0,12.099261851089643,0.0181,40 cm
21.0,11.681678258362677,0.019,40 cm
22.0,11.705370098619778,0.0197,40 cm
23.0,11.588494363505674,0.0203,40 cm
24.0,11.179659555136105,0.0211,40 cm
25.0,11.618883535067283,0.0213,40 cm
26.0,10.807095688022653,0.0225,40 cm
27.0,10.850435645024502,0.023,40 cm
28.0,10.544180376333022,0.024,40 cm
29.0,11.120043420956625,0.024,40 cm
30.0,12.146110713138132,0.0236,40 cm
31.0,12.55084549317674,0.0239,40 cm
32.0,13.45343345317075,0.0236,40 cm
33.0,11.045455939858734,0.0262,40 cm
34.0,8.943199328702208,0.0297,40 cm
35.0,8.147880968042442,0.0317,40 cm
36.0,10.712197577546364,0.0282,40 cm
37.0,17.86997559245836,0.0225,40 cm
38.0,29.150772362537943,0.0178,40 cm
39.0,39.293585658202495,0.0155,40 cm
40.0,32.42974275298549,0.017,40 cm
41.0,14.336514562984734,0.0258,40 cm
42.0,2.8560951420394565,0.0565,40 cm
43.0,0.15089056291949937,0.2565,40 cm
44.0,0.018160667653811625,0.5726,40 cm
