Energy,Value,Error,Offset
5 - 10,136.3935143586163,0.0032105692346559057,on-axis
10 - 20,354.18545721170375,0.0029414566036270805,on-axis
20 - 30,497.9486510219576,0.0033523143591641983,on-axis
30 - 40,533.285311603098,0.003941991779718274,on-axis
40 - 50,705.589472105728,0.0036521277573686637,on-axis
5 - 10,10.381168893505322,0.011350886771020002,20 cm
10 - 20,29.67068189025909,0.010035711274930283,20 cm
20 - 30,38.24935662710528,0.011986669589790567,20 cm
30 - 40,38.895715301485914,0.014602932636929696,20 cm
40 - 50,24.277122771213435,0.019641854655979535,20 cm
