Energy,Value,Error,Offset
4.0,0.0005933562916039337,0.0015,on-axis
5.0,0.05970416766039709,0.0016,on-axis
6.0,0.05781543436420195,0.0016,on-axis
7.0,0.05932046495187121,0.0017,on-axis
8.0,0.05133833973615768,0.0017,on-axis
9.0,0.05122749610226226,0.0018,on-axis
10.0,0.052790838819198965,0.0018,on-axis
11.0,0.05492970436891813,0.0019,on-axis
12.0,0.04990152035540703,0.0019,on-axis
13.0,0.05530572526425903,0.0019,on-axis
14.0,0.05786098142188406,0.0019,on-axis
15.0,0.05923988829444497,0.0019,on-axis
16.0,0.06328484024748306,0.002,on-axis
17.0,0.07058930632108085,0.0019,on-axis
18.0,0.0744997930125177,0.0019,on-axis
19.0,0.07750148614172762,0.002,on-axis
20.0,0.07830984630565901,0.002,on-axis
21.0,0.08069536282615529,0.0021,on-axis
22.0,0.08290603404499218,0.0021,on-axis
23.0,0.08411320010183944,0.0021,on-axis
24.0,0.08673621813570084,0.0021,on-axis
25.0,0.09164177409665217,0.0021,on-axis
26.0,0.09694112356245885,0.0022,on-axis
27.0,0.10345485078387631,0.0022,on-axis
28.0,0.11560578354335756,0.0021,on-axis
29.0,0.13012648212032907,0.0021,on-axis
30.0,0.1428695667483086,0.0021,on-axis
31.0,0.15466140294128652,0.0022,on-axis
32.0,0.16534158181815203,0.0022,on-axis
33.0,0.162493678165042,0.0023,on-axis
34.0,0.15013250033264697,0.0024,on-axis
35.0,0.15530709006718418,0.0024,on-axis
36.0,0.19871905324843436,0.0023,on-axis
37.0,0.2982078797513666,0.0021,on-axis
38.0,0.4852549910809973,0.0019,on-axis
39.0,0.7140001042549038,0.0018,on-axis
40.0,0.7727485733417382,0.0019,on-axis
41.0,0.5119223392719929,0.0024,on-axis
42.0,0.16792909382197765,0.0042,on-axis
43.0,0.02203884562913384,0.0105,on-axis
44.0,0.0020272282152450647,0.0405,on-axis
